base_bid,impressions,cost,clicks,ctr,cpc,CPM
7.2,9684,102.88,10,0.001032631,10.288,10.62370921
7.3,9854,105.26,10,0.001014816,10.526,10.68195657
7.4,10090,107.729,10,0.00099108,10.7729,10.67680872
7.5,10225,109.92,10,0.000977995,10.992,10.75012225
7.6,10441,112.532,10,0.000957763,11.2532,10.77789484
7.7,10612,114.874,10,0.000942329,11.4874,10.82491519
7.8,10816,117.18,10,0.000924556,11.718,10.8339497
7.9,10966,119.285,10,0.00091191,11.9285,10.87771293
8,11145,121.848,10,0.000897263,12.1848,10.93297443
8.1,11321,124.351,10,0.000883314,12.4351,10.98410034
8.2,11476,126.893,10,0.000871384,12.6893,11.05724991
8.3,11621,128.989,10,0.000860511,12.8989,11.09964719
8.4,11764,131.67,10,0.000850051,13.167,11.19262156
8.5,11950,134.097,10,0.00083682,13.4097,11.22150628
8.6,12117,136.909,10,0.000825287,13.6909,11.29891887
8.7,12288,139.528,10,0.000813802,13.9528,11.35481771
8.8,12432,142.014,10,0.000804376,14.2014,11.42326255
8.9,12576,144.381,10,0.000795165,14.4381,11.48067748
9,12782,146.788,10,0.00078235,14.6788,11.48396182
9.1,12931,149.16,10,0.000773335,14.916,11.53507076
9.2,13081,151.582,10,0.000764468,15.1582,11.58795199
9.3,13275,154.719,10,0.000753296,15.4719,11.65491525
9.4,13441,156.801,10,0.000743992,15.6801,11.66587307
9.5,13565,158.831,10,0.000737191,15.8831,11.70888316
9.6,13764,161.952,10,0.000726533,16.1952,11.76634699
9.7,13971,164.346,10,0.000715768,16.4346,11.76336697
9.8,14118,167.034,10,0.000708316,16.7034,11.83127922
9.9,14250,169.829,10,0.000701754,16.9829,11.91782456
10,14407,172.558,10,0.000694107,17.2558,11.97737211
10.1,14567,174.858,10,0.000686483,17.4858,12.00370701
10.2,14723,177.714,10,0.000679209,17.7714,12.07050194
10.3,14859,179.719,10,0.000672993,17.9719,12.09495928
10.4,14984,182.468,10,0.000667379,18.2468,12.17752269
10.5,15171,184.626,10,0.000659152,18.4626,12.16966581
10.6,15295,186.771,10,0.000653808,18.6771,12.21124551
10.7,15442,189.039,10,0.000647585,18.9039,12.24187281
10.8,15618,191.754,10,0.000640287,19.1754,12.27775643
10.9,15833,194.863,10,0.000631592,19.4863,12.30739595
11,15968,197.196,10,0.000626253,19.7196,12.3494489
11.1,16063,199.458,10,0.000622549,19.9458,12.41723215
11.2,16195,201.854,10,0.000617475,20.1854,12.46397036
11.3,16388,204.847,10,0.000610203,20.4847,12.49981694
11.4,16517,207.073,11,0.000665981,18.82481818,12.53696192
11.5,16645,209.65,11,0.000660859,19.05909091,12.59537399
11.6,16780,211.886,11,0.000655542,19.26236364,12.6272944
11.7,16983,215.058,11,0.000647707,19.55072727,12.66313372
11.8,17134,217.373,11,0.000641998,19.76118182,12.68664643
11.9,17310,219.969,11,0.000635471,19.99718182,12.70762565
12,17451,222.467,11,0.000630336,20.22427273,12.74809467
12.1,17596,225.332,11,0.000625142,20.48472727,12.80586497
12.2,17759,228.384,11,0.000619404,20.76218182,12.86018357
12.3,17979,231.628,11,0.000611825,21.05709091,12.88325268
12.4,18121,234.562,11,0.000607031,21.32381818,12.94420838
12.5,18209,236.602,11,0.000604097,21.50927273,12.99368444
12.6,18319,238.728,11,0.000600469,21.70254545,13.03171571
12.7,18479,241.674,11,0.00059527,21.97036364,13.0783051
12.8,18663,244.742,11,0.000589401,22.24927273,13.11375449
12.9,18814,247.749,11,0.000584671,22.52263636,13.16833209
13,18962,250.218,11,0.000580108,22.74709091,13.19575994
13.1,19105,252.528,11,0.000575766,22.95709091,13.21790107
13.2,19300,256.729,11,0.000569948,23.339,13.30202073
13.3,19510,260.216,11,0.000563813,23.656,13.33757048
13.4,19651,262.848,11,0.000559768,23.89527273,13.37580785
13.5,19752,265.02,11,0.000556906,24.09272727,13.41737546
13.6,19922,268.189,12,0.000602349,22.34908333,13.46195161
13.7,20090,271.951,12,0.000597312,22.66258333,13.53663514
13.8,20262,275.164,12,0.000592242,22.93033333,13.58029809
13.9,20395,278.38,12,0.00058838,23.19833333,13.64942388
14,20524,280.693,12,0.000584681,23.39108333,13.67633015
14.1,20649,283.745,12,0.000581142,23.64541667,13.74134341
14.2,20884,288.328,12,0.000574603,24.02733333,13.8061674
14.3,21111,293.051,12,0.000568424,24.42091667,13.88143622
14.4,21414,297.918,12,0.000560381,24.8265,13.91230036
14.5,21543,300.615,12,0.000557025,25.05125,13.95418465
14.6,21714,303.874,12,0.000552639,25.32283333,13.99438151
14.7,21856,306.763,12,0.000549048,25.56358333,14.03564239
14.8,22158,312.737,12,0.000541565,26.06141667,14.11395433
14.9,22353,316.541,12,0.000536841,26.37841667,14.16100747
15,22480,319.346,12,0.000533808,26.61216667,14.20578292
15.1,22644,322.716,12,0.000529942,26.893,14.25172231
15.2,22822,326.6,12,0.000525808,27.21666667,14.31075278
15.3,22998,330.318,12,0.000521785,27.5265,14.36290112
15.4,23178,333.949,12,0.000517732,27.82908333,14.40801622
15.5,23288,336.082,12,0.000515287,28.00683333,14.43155273
15.6,23491,339.989,12,0.000510834,28.33241667,14.47315993
15.7,23631,342.91,13,0.000550125,26.37769231,14.51102366
15.8,23835,347.598,13,0.000545416,26.73830769,14.58351164
15.9,24061,351.969,13,0.000540293,27.07453846,14.628195
16,24382,357.84,13,0.00053318,27.52615385,14.67640062
16.1,24589,362.232,13,0.000528692,27.864,14.73146529
16.2,24776,366.053,13,0.000524701,28.15792308,14.77449952
16.3,24944,370.268,13,0.000521167,28.48215385,14.84397049
16.4,25100,373.963,13,0.000517928,28.76638462,14.8989243
16.5,25231,377.213,13,0.000515239,29.01638462,14.9503785
16.6,25495,383.134,13,0.000509904,29.47184615,15.02780937
16.7,25705,387.29,13,0.000505738,29.79153846,15.06671854
16.8,25928,391.915,14,0.000539957,27.99392857,15.11551219
16.9,26091,395.238,14,0.000536583,28.23128571,15.14844199
17,26266,398.791,14,0.000533008,28.48507143,15.18278383
17.1,26462,403.522,14,0.000529061,28.823,15.24911193
17.2,26736,409.455,14,0.000523639,29.24678571,15.31474417
17.3,27090,416.682,14,0.000516796,29.763,15.38139535
17.4,27316,421.927,14,0.00051252,30.13764286,15.44614878
17.5,27515,426.386,14,0.000508813,30.45614286,15.49649282
17.6,27785,432.071,14,0.000503869,30.86221429,15.55051287
17.7,27958,435.911,14,0.000500751,31.1365,15.59163746
17.8,28196,440.47,14,0.000496524,31.46214286,15.62171939
17.9,28421,445.194,14,0.000492594,31.79957143,15.66426234
18,28992,456.345,14,0.000482892,32.59607143,15.74037666
18.1,29217,461.636,14,0.000479173,32.974,15.80025328
18.2,29404,466.071,14,0.000476126,33.29078571,15.85059856
18.3,29675,472.013,14,0.000471778,33.71521429,15.90608256
18.4,29881,476.704,14,0.000468525,34.05028571,15.95341521
18.5,30162,483.476,14,0.00046416,34.534,16.0293084
18.6,30399,488.656,14,0.000460541,34.904,16.0747393
18.7,30736,497.163,14,0.000455492,35.51164286,16.17526679
18.8,30993,503.536,15,0.00048398,33.56906667,16.2467654
18.9,31217,508.092,15,0.000480507,33.8728,16.27613159
19,31463,513.004,15,0.00047675,34.20026667,16.30499317
19.1,31720,518.724,15,0.000472888,34.5816,16.35321564
19.2,32120,527.79,15,0.000466999,35.186,16.43181818
19.3,32447,534.841,15,0.000462292,35.65606667,16.48352698
19.4,32696,540.424,15,0.000458772,36.02826667,16.52874969
19.5,32963,547.032,15,0.000455056,36.4688,16.59533416
19.6,33142,551.572,15,0.000452598,36.77146667,16.64268904
19.7,33293,555.443,15,0.000450545,37.02953333,16.68347701
19.8,33489,559.574,15,0.000447908,37.30493333,16.70918809
19.9,33679,564.058,15,0.000445381,37.60386667,16.74806259
20,33954,570.461,15,0.000441774,38.03073333,16.80099546
20.1,34334,579.386,16,0.00046601,36.211625,16.87499272
20.2,34660,586.86,17,0.000490479,34.52117647,16.93190998
20.3,35114,597.694,18,0.000512616,33.20522222,17.02152987
20.4,35375,603.849,18,0.000508834,33.54716667,17.0699364
20.5,35561,608.109,18,0.000506172,33.78383333,17.10044712
20.6,35839,614.72,19,0.000530149,32.35368421,17.15226429
20.7,35999,619.487,19,0.000527792,32.60457895,17.20845023
20.8,36183,623.951,19,0.000525108,32.83952632,17.24431363
20.9,36440,630.232,19,0.000521405,33.17010526,17.29506037
21,36691,636.348,19,0.000517838,33.492,17.34343572
21.1,36858,640.382,19,0.000515492,33.70431579,17.37430137
21.2,37091,645.638,19,0.000512254,33.98094737,17.4068642
21.3,37320,651.701,19,0.00050911,34.30005263,17.4625134
21.4,37521,656.094,19,0.000506383,34.53126316,17.48604781
21.5,37852,663.26,19,0.000501955,34.90842105,17.52245588
21.6,38079,668.608,19,0.000498963,35.18989474,17.55844429
21.7,38334,674.869,20,0.00052173,33.74345,17.60497209
21.8,38703,683.72,20,0.000516756,34.186,17.66581402
21.9,39181,694.439,20,0.000510451,34.72195,17.72387126
22,39475,702.221,21,0.000531982,33.43909524,17.7890057
22.1,39662,707.442,21,0.000529474,33.68771429,17.83677071
22.2,39861,713.294,21,0.000526831,33.96638095,17.8945335
22.3,40079,718.656,22,0.000548916,32.66618182,17.9309863
22.4,40331,724.864,22,0.000545486,32.94836364,17.97287446
22.5,40546,730.205,23,0.000567257,31.74804348,18.00929808
22.6,40809,737.186,23,0.000563601,32.05156522,18.06429954
22.7,41103,745.24,23,0.00055957,32.40173913,18.13103666
22.8,41435,753.458,23,0.000555086,32.75904348,18.18409557
22.9,41809,761.896,23,0.000550121,33.12591304,18.22325337
23,42087,768.853,23,0.000546487,33.4283913,18.26818257
23.1,42255,773.685,23,0.000544314,33.63847826,18.30990415
23.2,42419,778.103,23,0.00054221,33.83056522,18.34326599
23.3,42675,783.948,23,0.000538957,34.08469565,18.37019332
23.4,42888,789.845,23,0.000536281,34.34108696,18.41645682
23.5,43199,797.789,23,0.00053242,34.68647826,18.46776546
23.6,43424,804.043,23,0.000529661,34.9583913,18.51609709
23.7,43864,814.514,23,0.000524348,35.41365217,18.56907715
23.8,44194,823.08,23,0.000520433,35.78608696,18.62424764
23.9,44460,830.941,23,0.000517319,36.12786957,18.68963113
24,44618,835.746,24,0.0005379,34.82275,18.7311399
24.1,44918,844.063,24,0.000534307,35.16929167,18.79119729
24.2,45233,851.451,24,0.000530586,35.477125,18.82366856
24.3,45611,861.155,24,0.000526189,35.88145833,18.88042358
24.4,45797,865.957,24,0.000524052,36.08154167,18.90859663
24.5,46249,876.704,24,0.00051893,36.52933333,18.95617203
24.6,46538,884.367,24,0.000515708,36.848625,19.00311573
24.7,46782,890.428,24,0.000513018,37.10116667,19.03355992
24.8,46972,895.615,24,0.000510943,37.31729167,19.06699736
24.9,47172,901.186,25,0.000529975,36.04744,19.10425676
25,47351,906.369,25,0.000527972,36.25476,19.14149648
25.1,47521,911.418,25,0.000526083,36.45672,19.17926811
25.2,47650,915.719,25,0.000524659,36.62876,19.21760756
25.3,47821,921.596,26,0.000543694,35.446,19.27178436
25.4,48094,928.817,26,0.000540608,35.72373077,19.31253379
25.5,48286,933.748,27,0.000559168,34.58325926,19.33786191
25.6,48514,939.343,28,0.000577153,33.54796429,19.36230779
25.7,48762,945.946,28,0.000574218,33.78378571,19.39924531
25.8,49029,953.941,28,0.000571091,34.06932143,19.4566685
25.9,49290,962.297,29,0.000588355,33.18265517,19.523169
26,49515,968.901,29,0.000585681,33.41037931,19.56782793
26.1,49786,975.393,29,0.000582493,33.63424138,19.59171253
26.2,50066,982.254,29,0.000579235,33.87082759,19.61918268
26.3,50258,987.462,29,0.000577023,34.05041379,19.64785706
26.4,50466,992.404,29,0.000574644,34.22082759,19.66480403
26.5,50620,996.973,29,0.000572896,34.37837931,19.69523904
26.6,50819,1003.017,29,0.000570653,34.5867931,19.73704717
26.7,51152,1012.631,29,0.000566938,34.91831034,19.79650845
26.8,51369,1018.416,29,0.000564543,35.1177931,19.82549787
26.9,51572,1025.198,29,0.000562321,35.35165517,19.87896533
27,51723,1030.293,29,0.000560679,35.52734483,19.91943623
27.1,51816,1033.487,29,0.000559673,35.63748276,19.94532577
27.2,51966,1038.029,29,0.000558057,35.79410345,19.97515683
27.3,52161,1042.752,29,0.000555971,35.95696552,19.99102778
27.4,52385,1050.414,29,0.000553594,36.22117241,20.05180872
27.5,52636,1057.04,29,0.000550954,36.44965517,20.08207311
27.6,52816,1061.632,29,0.000549076,36.608,20.10057558
27.7,53022,1066.627,29,0.000546943,36.78024138,20.11668741
27.8,53263,1073.832,29,0.000544468,37.02868966,20.16093724
27.9,53536,1080.972,29,0.000541692,37.27489655,20.19149731
28,53703,1085.649,29,0.000540007,37.43617241,20.215798
28.1,53910,1092.517,29,0.000537934,37.673,20.26557225
28.2,54035,1096.594,29,0.000536689,37.81358621,20.29414269
28.3,54151,1100.83,29,0.00053554,37.95965517,20.32889513
28.4,54302,1104.885,29,0.00053405,38.09948276,20.34704062
28.5,54442,1109.808,30,0.000551045,36.9936,20.38514382
28.6,54631,1116.161,30,0.000549139,37.20536667,20.43090919
28.7,54890,1122.625,30,0.000546548,37.42083333,20.45226817
28.8,55016,1126.298,30,0.000545296,37.54326667,20.47218991
28.9,55162,1131.664,30,0.000543853,37.72213333,20.51528226
29,55291,1136.355,30,0.000542584,37.8785,20.55225986
29.1,55663,1146.991,30,0.000538958,38.23303333,20.60598602
29.2,55842,1153.467,30,0.00053723,38.4489,20.65590416
29.3,55986,1157.922,30,0.000535848,38.5974,20.68234916
29.4,56164,1163.822,30,0.00053415,38.79406667,20.7218503
29.5,56298,1167.69,30,0.000532879,38.923,20.74123415
29.6,56514,1173.422,30,0.000530842,39.11406667,20.76338606
29.7,56688,1178.699,31,0.000546853,38.02254839,20.79274273
29.8,56848,1183.57,31,0.000545314,38.17967742,20.81990571
29.9,57028,1188.647,31,0.000543593,38.34345161,20.84321737
30,57167,1193.657,31,0.000542271,38.50506452,20.88017563
30.1,57361,1199.95,31,0.000540437,38.70806452,20.9192657
30.2,57589,1207.575,31,0.000538297,38.95403226,20.96884822
30.3,57807,1216.142,31,0.000536267,39.2303871,21.03797118
30.4,58026,1222.695,31,0.000534243,39.44177419,21.07150243
