base_bid,impressions,cost,clicks,ctr,cpc,CPM
67.6,138781,5382.031,88,0.000634093,61.15944318,38.78074809
67.7,138947,5392.808,88,0.000633335,61.28190909,38.81197867
67.8,139109,5403.638,88,0.000632597,61.40497727,38.84463263
67.9,139490,5430.135,89,0.000638039,61.01275281,38.9284895
68,139690,5443.392,89,0.000637125,61.16170787,38.96765695
68.1,139932,5459.1,90,0.00064317,60.65666667,39.01252037
68.2,140356,5489.24,90,0.000641227,60.99155556,39.10940751
68.3,140571,5502.766,90,0.000640246,61.14184444,39.14581244
68.4,140767,5514.517,90,0.000639354,61.27241111,39.17478528
68.5,140881,5521.421,90,0.000638837,61.34912222,39.1920912
68.6,141162,5540.568,90,0.000637565,61.56186667,39.2497131
68.7,141271,5547.118,90,0.000637073,61.63464444,39.26579411
68.8,141557,5564.766,90,0.000635786,61.83073333,39.31113262
68.9,141719,5576.534,90,0.00063506,61.96148889,39.34923334
69,141902,5589.032,90,0.000634241,62.10035556,39.38656256
69.1,142103,5600.895,90,0.000633343,62.23216667,39.41433327
69.2,142305,5613.926,90,0.000632444,62.37695556,39.44995608
69.3,142528,5628.781,90,0.000631455,62.54201111,39.49245762
69.4,142717,5641.591,90,0.000630619,62.68434444,39.52991585
69.5,143062,5665.602,90,0.000629098,62.95113333,39.60242412
69.6,143183,5672.935,90,0.000628566,63.03261111,39.62017139
69.7,143607,5700.637,90,0.00062671,63.34041111,39.6960942
69.8,144049,5732.214,90,0.000624787,63.69126667,39.79350082
69.9,144357,5754.085,90,0.000623454,63.93427778,39.86010377
70,144516,5765.133,91,0.000629688,63.35310989,39.892697
70.1,144673,5775.755,91,0.000629005,63.46983516,39.92282596
70.2,144896,5789.884,91,0.000628037,63.6250989,39.95889466
70.3,145058,5801.753,91,0.000627335,63.75552747,39.99609122
70.4,145267,5813.667,91,0.000626433,63.88645055,40.02056214
70.5,145459,5826.851,91,0.000625606,64.03132967,40.05837384
70.6,145590,5835.651,91,0.000625043,64.12803297,40.08277354
70.7,145776,5849.077,92,0.000631105,63.57692391,40.12373093
70.8,146084,5869.067,92,0.000629775,63.79420652,40.1759741
70.9,146296,5883.415,92,0.000628862,63.95016304,40.21582955
71,146434,5892.891,92,0.000628269,64.05316304,40.24264174
71.1,146590,5903.844,92,0.000627601,64.17221739,40.27453442
71.2,146832,5920.983,92,0.000626566,64.35851087,40.3248815
71.3,147023,5934.859,92,0.000625752,64.50933696,40.36687457
71.4,147219,5949.01,92,0.000624919,64.66315217,40.40925424
71.5,147463,5965.583,92,0.000623885,64.84329348,40.45477849
71.6,147704,5979.313,92,0.000622867,64.99253261,40.48172697
71.7,147912,5993.361,92,0.000621991,65.14522826,40.51977527
71.8,148029,6001.626,92,0.0006215,65.23506522,40.54358268
71.9,148342,6023.934,93,0.00062693,64.77348387,40.60841838
72,148569,6040.086,94,0.000632703,64.25623404,40.65508955
72.1,148800,6055.879,94,0.00063172,64.42424468,40.69811156
72.2,148904,6062.983,94,0.000631279,64.49981915,40.7173951
72.3,149029,6071.603,95,0.00063746,63.91161053,40.74108395
72.4,149243,6086.914,95,0.000636546,64.07277895,40.78525626
72.5,149471,6102.753,95,0.000635575,64.23950526,40.82901031
72.6,149748,6120.675,95,0.000634399,64.42815789,40.87316692
72.7,150103,6146.036,96,0.000639561,64.02120833,40.94545745
72.8,150421,6166.64,96,0.000638209,64.23583333,40.99587159
72.9,150680,6185.026,97,0.000643748,63.76315464,41.04742501
73,152024,6286.58,97,0.000638057,64.81010309,41.3525496
73.1,152101,6291.391,97,0.000637734,64.85970103,41.36324548
73.2,152232,6299.932,97,0.000637185,64.94775258,41.38375637
73.3,152354,6308.006,97,0.000636675,65.03098969,41.40361264
73.4,152525,6320.082,97,0.000635961,65.15548454,41.43636781
73.5,152852,6352.324,100,0.000654228,63.52324,41.55865805
73.6,153044,6364.416,100,0.000653407,63.64416,41.58553096
73.7,153164,6372.521,100,0.000652895,63.72521,41.60586691
73.8,153332,6383.851,100,0.00065218,63.83851,41.63417291
73.9,153812,6416.282,100,0.000650144,64.16282,41.71509375
74,154004,6430.202,100,0.000649334,64.30202,41.75347394
74.1,154245,6447.632,100,0.000648319,64.47632,41.80123829
74.2,154460,6462.11,101,0.000653891,63.98128713,41.83678622
74.3,154660,6476.675,101,0.000653045,64.12549505,41.87685892
74.4,154845,6490.523,101,0.000652265,64.26260396,41.91625819
74.5,155068,6507.071,101,0.000651327,64.42644554,41.96269379
74.6,155442,6534.914,101,0.00064976,64.70211881,42.04085125
74.7,155741,6556.593,101,0.000648513,64.91676238,42.099338
74.8,155961,6572.098,101,0.000647598,65.07027723,42.13936818
74.9,156247,6594.511,102,0.000652813,64.65206863,42.20568075
75,156463,6609.314,102,0.000651911,64.79719608,42.24202527
75.1,156788,6631.41,103,0.000656938,64.38262136,42.2953925
75.2,156939,6641.875,103,0.000656306,64.4842233,42.32137964
75.3,157079,6651.771,103,0.000655721,64.58030097,42.34665996
75.4,157329,6669.12,103,0.000654679,64.74873786,42.38964209
75.5,157470,6678.949,103,0.000654093,64.84416505,42.41410427
75.6,157742,6699.033,103,0.000652965,65.03915534,42.46828999
75.7,157945,6713.566,103,0.000652126,65.18025243,42.50572035
75.8,158142,6727.461,103,0.000651313,65.31515534,42.54063437
75.9,158298,6738.654,104,0.000656989,64.79475,42.5694197
76,158405,6746.356,104,0.000656545,64.86880769,42.58928695
76.1,158563,6757.384,105,0.000662197,64.3560381,42.61639853
76.2,158745,6770.251,105,0.000661438,64.47858095,42.64859366
76.3,158919,6781.344,105,0.000660714,64.58422857,42.67170068
76.4,159116,6795.263,105,0.000659896,64.71679048,42.70634631
76.5,159345,6812.34,105,0.000658948,64.87942857,42.75214158
76.6,159511,6824.98,105,0.000658262,64.99980952,42.78689244
76.7,159799,6844.861,105,0.000657075,65.18915238,42.8341917
76.8,160028,6860.012,105,0.000656135,65.33344762,42.86757317
76.9,160198,6872.723,105,0.000655439,65.45450476,42.90142823
77,160378,6887.083,105,0.000654703,65.59126667,42.94281635
77.1,160548,6899.901,105,0.00065401,65.71334286,42.97718439
77.2,160718,6911.815,105,0.000653318,65.82680952,43.00585498
77.3,160982,6929.565,105,0.000652247,65.99585714,43.04558895
77.4,161168,6941.951,105,0.000651494,66.11381905,43.07276258
77.5,161266,6949.377,105,0.000651098,66.18454286,43.09263577
77.6,161457,6964.111,105,0.000650328,66.32486667,43.13291465
77.7,161749,6985.029,105,0.000649154,66.52408571,43.18437208
77.8,162063,7005.796,105,0.000647896,66.72186667,43.2288431
77.9,162194,7015.518,105,0.000647373,66.81445714,43.25386882
78,162393,7030.832,106,0.000652737,66.32860377,43.29516666
78.1,162555,7041.159,106,0.000652087,66.4260283,43.31554858
78.2,162669,7049.827,107,0.000657777,65.88623364,43.33847875
78.3,162773,7056.917,107,0.000657357,65.95249533,43.35434624
78.4,162865,7063.418,107,0.000656986,66.01325234,43.36977251
78.5,163001,7072.119,107,0.000656438,66.09457009,43.38696695
78.6,163208,7086.522,108,0.000661732,65.61594444,43.42018774
78.7,163359,7098.519,109,0.000667242,65.12402752,43.453492
78.8,163702,7124.934,110,0.000671953,64.77212727,43.52380545
78.9,163892,7137.843,110,0.000671174,64.88948182,43.55211359
79,164239,7162.036,110,0.000669756,65.10941818,43.60740141
79.1,164408,7174.498,110,0.000669067,65.22270909,43.63837526
79.2,164630,7190.594,110,0.000668165,65.36903636,43.67730061
79.3,164823,7204.334,110,0.000667383,65.49394545,43.7095187
79.4,164987,7217.144,110,0.000666719,65.6104,43.74371314
79.5,165082,7223.132,110,0.000666336,65.66483636,43.75481276
79.6,165196,7231.284,110,0.000665876,65.73894545,43.77396547
79.7,165388,7245.84,110,0.000665103,65.87127273,43.81115921
79.8,165698,7269.946,111,0.000669893,65.49500901,43.87467561
79.9,165891,7284.568,111,0.000669114,65.62673874,43.91177339
80,166185,7306.052,111,0.00066793,65.82028829,43.96336613
80.1,166542,7332.349,112,0.000672503,65.46740179,44.02702622
80.2,166781,7350.79,112,0.000671539,65.63205357,44.07450489
80.3,167023,7371.012,112,0.000670566,65.81260714,44.13171839
80.4,167133,7378.542,112,0.000670125,65.87983929,44.14772666
80.5,167329,7392.734,112,0.00066934,66.00655357,44.18082938
80.6,167657,7418.091,112,0.000668031,66.23295536,44.24563842
80.7,167753,7425.729,112,0.000667648,66.30115179,44.26584919
80.8,167871,7435.045,112,0.000667179,66.38433036,44.29022881
80.9,168032,7447.178,112,0.00066654,66.49266071,44.31999857
81,168192,7458.838,112,0.000665906,66.59676786,44.34716277
81.1,168360,7471.752,112,0.000665241,66.71207143,44.37961511
81.2,168465,7480,112,0.000664827,66.78571429,44.40091414
81.3,168631,7490.554,112,0.000664172,66.87994643,44.41979233
81.4,168762,7499.597,112,0.000663657,66.9606875,44.4388962
81.5,169067,7523.592,114,0.000674289,65.99642105,44.50065359
81.6,169182,7532.984,115,0.000679741,65.5042087,44.52591883
81.7,169294,7541.298,115,0.000679292,65.57650435,44.54557161
81.8,169476,7554.513,115,0.000678562,65.69141739,44.57570984
81.9,169657,7565.895,115,0.000677838,65.7903913,44.59524217
82,169838,7579.049,115,0.000677116,65.90477391,44.62516633
82.1,170018,7593.754,116,0.000682281,65.46339655,44.664412
82.2,170172,7604.68,117,0.00068754,64.99726496,44.68819782
82.3,170290,7613.402,117,0.000687063,65.07181197,44.70845029
82.4,170523,7634.109,118,0.000691989,64.69583898,44.76879365
82.5,170613,7640.184,118,0.000691624,64.74732203,44.78078458
82.6,170711,7646.409,118,0.000691227,64.80007627,44.79154243
82.7,170863,7657.659,118,0.000690612,64.89541525,44.81753803
82.8,171038,7670.343,118,0.000689905,65.00290678,44.84584128
82.9,171162,7679.533,118,0.000689405,65.08078814,44.86704409
83,171309,7689.607,118,0.000688814,65.16616102,44.88734976
83.1,171516,7705.283,118,0.000687982,65.29900847,44.92457263
83.2,171667,7717.447,118,0.000687377,65.40209322,44.95591465
83.3,171878,7731.981,118,0.000686533,65.52526271,44.98528608
83.4,172423,7775.244,119,0.000690163,65.33818487,45.09400718
83.5,172661,7791.297,119,0.000689212,65.47308403,45.12482263
83.6,172801,7801.241,119,0.000688653,65.55664706,45.14580934
83.7,172959,7811.858,119,0.000688024,65.64586555,45.16595262
83.8,173036,7817.56,119,0.000687718,65.69378151,45.17880672
83.9,173185,7827.171,119,0.000687126,65.77454622,45.19543263
84,173284,7834.151,119,0.000686734,65.83320168,45.20989243
84.1,173360,7840.387,119,0.000686433,65.88560504,45.22604407
84.2,173502,7849.716,119,0.000685871,65.964,45.24279835
84.3,173648,7860.166,119,0.000685294,66.05181513,45.26493827
84.4,173872,7877.033,119,0.000684412,66.19355462,45.30363141
84.5,174106,7894.619,119,0.000683492,66.34133613,45.34375036
84.6,174299,7909.682,119,0.000682735,66.46791597,45.37996202
84.7,174437,7920.16,119,0.000682195,66.55596639,45.40412871
84.8,174566,7930.532,119,0.000681691,66.64312605,45.42999209
84.9,174718,7942.32,119,0.000681098,66.74218487,45.45793793
85,174875,7954.995,119,0.000680486,66.84869748,45.48960686
85.1,175001,7964.059,119,0.000679996,66.92486555,45.50864852
85.2,175191,7978.527,119,0.000679259,67.04644538,45.54187715
85.3,175386,7993.541,119,0.000678503,67.17261345,45.57684764
85.4,175564,8007.158,119,0.000677815,67.28704202,45.60819986
85.5,175849,8029.124,119,0.000676717,67.47163025,45.65919624
85.6,176032,8043.173,119,0.000676013,67.58968908,45.69153904
85.7,176376,8069.217,119,0.000674695,67.80854622,45.75008505
85.8,176565,8084.184,119,0.000673973,67.93431933,45.78588055
85.9,176712,8095.843,119,0.000673412,68.03229412,45.81377043
86,177039,8122.469,119,0.000672168,68.25604202,45.87954631
86.1,177355,8143.147,119,0.000670971,68.42980672,45.91439204
86.2,177644,8163.963,119,0.000669879,68.60473109,45.95687442
86.3,177803,8176.234,119,0.00066928,68.70784874,45.98479216
86.4,177996,8190.572,119,0.000668554,68.82833613,46.01548349
86.5,178109,8199.263,119,0.00066813,68.90136975,46.03508526
86.6,178313,8214.391,119,0.000667366,69.0284958,46.06725814
86.7,178429,8222.564,119,0.000666932,69.09717647,46.08311429
86.8,178603,8236.083,119,0.000666282,69.21078151,46.11391186
86.9,178702,8244.409,119,0.000665913,69.2807479,46.13495652
87,178819,8253.4,119,0.000665477,69.35630252,46.15505064
87.1,178988,8267.581,119,0.000664849,69.47547059,46.19069994
87.2,179080,8274.532,119,0.000664507,69.53388235,46.20578512
87.3,179150,8280.384,119,0.000664248,69.58305882,46.22039632
87.4,179306,8292.432,119,0.00066367,69.68430252,46.24737599
87.5,179475,8304.98,119,0.000663045,69.7897479,46.27374286
87.6,179645,8318.184,119,0.000662418,69.90070588,46.30345403
87.7,179820,8331.317,119,0.000661773,70.01106723,46.33142587
87.8,180049,8348.311,119,0.000660931,70.15387395,46.36688346
87.9,180153,8355.601,119,0.00066055,70.21513445,46.38058206
88,180240,8362.536,119,0.000660231,70.27341176,46.39667111
88.1,180416,8375.085,119,0.000659587,70.37886555,46.42096599
88.2,180577,8387.032,119,0.000658999,70.4792605,46.44573783
88.3,180692,8395.659,119,0.000658579,70.5517563,46.46392203
88.4,180860,8407.653,119,0.000657967,70.65254622,46.4870784
88.5,180962,8416.061,119,0.000657597,70.72320168,46.50733856
88.6,181112,8427.821,119,0.000657052,70.82202521,46.5337526
88.7,181265,8439.374,119,0.000656497,70.91910924,46.55821036
88.8,181333,8444.533,119,0.000656251,70.96246218,46.56920141
88.9,181461,8455.127,120,0.000661299,70.45939167,46.59473385
89,181544,8461.91,120,0.000660997,70.51591667,46.61079408
89.1,181721,8474.431,120,0.000660353,70.62025833,46.63429653
89.2,181828,8482.542,120,0.000659964,70.68785,46.65146182
89.3,182200,8510.622,120,0.000658617,70.92185,46.71032931
89.4,182443,8528.692,120,0.00065774,71.07243333,46.74715939
89.5,182627,8542.672,120,0.000657077,71.18893333,46.77661025
89.6,182738,8550.931,120,0.000656678,71.25775833,46.79339273
89.7,182848,8560.252,120,0.000656283,71.33543333,46.81621894
89.8,182951,8568.241,120,0.000655913,71.40200833,46.8335292
89.9,183144,8582.832,120,0.000655222,71.5236,46.86384484
90,183307,8596.552,120,0.000654639,71.63793333,46.89701975
90.1,183560,8617.283,120,0.000653737,71.81069167,46.94532033
90.2,183691,8627.062,120,0.000653271,71.89218333,46.96507722
90.3,183779,8634.78,120,0.000652958,71.9565,46.98458475
90.4,183928,8645.915,120,0.000652429,72.04929167,47.00706255
90.5,184083,8658.219,120,0.00065188,72.151825,47.03432147
90.6,184177,8666.604,120,0.000651547,72.2217,47.05584302
90.7,184293,8675.835,120,0.000651137,72.298625,47.07631326
90.8,184357,8681.08,120,0.000650911,72.34233333,47.08842084
90.9,184500,8691.831,120,0.000650407,72.431925,47.11019512
91,184676,8706.589,120,0.000649787,72.55490833,47.14521107
91.1,184972,8731.737,120,0.000648747,72.764475,47.20572303
91.2,185118,8744.02,120,0.000648235,72.86683333,47.2348448
91.3,185279,8757.341,120,0.000647672,72.97784167,47.2656966
91.4,185497,8774.596,120,0.000646911,73.12163333,47.30316932
91.5,185737,8794.263,121,0.000651459,72.6798595,47.34793283
91.6,185912,8807.775,121,0.000650846,72.79152893,47.3760435
91.7,186053,8819.044,121,0.000650352,72.88466116,47.4007084
91.8,186198,8830.121,121,0.000649846,72.97620661,47.42328596
91.9,186481,8851.76,122,0.000654222,72.55540984,47.46735592
92,186650,8864.854,122,0.00065363,72.6627377,47.49452987
92.1,186796,8876.756,122,0.000653119,72.76029508,47.52112465
92.2,187013,8893.795,122,0.000652361,72.89995902,47.55709496
92.3,187212,8909.028,123,0.000657009,72.43112195,47.58791103
92.4,187352,8920.084,123,0.000656518,72.52100813,47.61136257
92.5,187492,8930.737,124,0.000661362,72.02207258,47.63262966
92.6,187588,8940.117,124,0.000661023,72.09771774,47.65825639
92.7,187680,8947.43,125,0.000666027,71.57944,47.67385976
92.8,187776,8955.579,125,0.000665687,71.644632,47.69288407
92.9,187946,8968.838,126,0.000670405,71.18125397,47.720292
93,188051,8976.736,126,0.000670031,71.24393651,47.73564618
93.1,188322,8999.52,126,0.000669067,71.4247619,47.78793768
93.2,188446,9008.784,126,0.000668627,71.49828571,47.80565255
93.3,188573,9020.447,126,0.000668176,71.59084921,47.83530516
93.4,188665,9027.84,126,0.00066785,71.64952381,47.85116476
93.5,188751,9034.433,126,0.000667546,71.70184921,47.86429211
93.6,188894,9046.306,126,0.000667041,71.79607937,47.89091236
93.7,189072,9059.521,126,0.000666413,71.90096032,47.91571994
93.8,189140,9065.351,126,0.000666173,71.94723016,47.92931691
93.9,189305,9084.684,126,0.000665593,72.10066667,47.98966747
94,189499,9101.697,128,0.000675465,71.10700781,48.03031678
94.1,189570,9107.599,128,0.000675212,71.15311719,48.04346152
94.2,189646,9113.329,128,0.000674942,71.19788281,48.05442245
94.3,189707,9119.362,128,0.000674725,71.24501563,48.0707723
94.4,189801,9127.033,128,0.000674391,71.30494531,48.08738099
94.5,189887,9134.198,128,0.000674085,71.36092188,48.10333514
94.6,190076,9150.093,129,0.000678676,70.93095349,48.13912856
94.7,190203,9161.049,129,0.000678223,71.01588372,48.16458731
94.8,190322,9170.252,129,0.000677799,71.08722481,48.182827
94.9,190443,9179.144,129,0.000677368,71.15615504,48.19890466
95,190555,9188.316,129,0.00067697,71.22725581,48.21870851
95.1,190709,9201.319,130,0.000681667,70.77937692,48.24795369
95.2,190892,9216.01,130,0.000681013,70.89238462,48.27866018
95.3,191022,9226.939,130,0.00068055,70.97645385,48.30301745
95.4,191188,9241.016,130,0.000679959,71.08473846,48.3347072
95.5,191510,9265.877,130,0.000678816,71.27597692,48.38325414
95.6,191656,9278.231,130,0.000678299,71.37100769,48.41085591
95.7,191897,9296.295,130,0.000677447,71.50996154,48.44419142
95.8,192079,9311.774,130,0.000676805,71.62903077,48.47887588
95.9,192154,9318.112,130,0.000676541,71.67778462,48.49293796
96,192237,9325.488,130,0.000676249,71.73452308,48.51037001
96.1,192392,9338.272,131,0.000680901,71.28451908,48.53773546
96.2,192516,9348.323,131,0.000680463,71.36124427,48.55868084
96.3,192650,9360.164,131,0.00067999,71.45163359,48.58636906
96.4,192732,9367.586,131,0.0006797,71.50829008,48.60420688
96.5,192805,9373.884,131,0.000679443,71.55636641,48.61846944
96.6,193023,9391.463,131,0.000678676,71.69055725,48.65463183
96.7,193167,9403.473,131,0.00067817,71.78223664,48.6805355
96.8,193399,9421.4,131,0.000677356,71.91908397,48.71483307
96.9,193535,9433.397,131,0.00067688,72.01066412,48.7425892
97,193637,9441.338,131,0.000676524,72.07128244,48.75792333
97.1,193724,9449.253,131,0.00067622,72.13170229,48.77688361
97.2,193847,9460.704,131,0.000675791,72.2191145,48.80500601
97.3,193973,9472.662,131,0.000675352,72.31039695,48.83495126
97.4,194043,9478.823,131,0.000675108,72.35742748,48.849085
97.5,194153,9487.803,131,0.000674726,72.4259771,48.86766107
97.6,194367,9505.065,131,0.000673983,72.55774809,48.90266866
97.7,194500,9515.564,131,0.000673522,72.63789313,48.92320823
97.8,194610,9524.901,131,0.000673141,72.70916794,48.94353322
97.9,194760,9537.192,131,0.000672623,72.80299237,48.9689464
98,195000,9558.17,132,0.000676923,72.41037879,49.01625641
98.1,195213,9575.9,132,0.000676184,72.54469697,49.05359786
98.2,195314,9584.506,132,0.000675835,72.60989394,49.07229384
98.3,195455,9596.324,132,0.000675347,72.69942424,49.09735745
98.4,195618,9609.363,132,0.000674785,72.79820455,49.12310217
98.5,195839,9626.81,132,0.000674023,72.93037879,49.15675632
98.6,195964,9636.908,132,0.000673593,73.00687879,49.17693046
98.7,196035,9642.541,132,0.000673349,73.04955303,49.18785421
98.8,196120,9650.556,132,0.000673057,73.11027273,49.20740363
98.9,196207,9657.699,132,0.000672759,73.16438636,49.22199004
99,196335,9667.703,132,0.00067232,73.24017424,49.24085364
99.1,196429,9676.395,132,0.000671999,73.30602273,49.26153979
99.2,196622,9692.324,132,0.000671339,73.42669697,49.29419902
99.3,196725,9700.875,132,0.000670987,73.49147727,49.31185665
99.4,196865,9716.454,132,0.00067051,73.6095,49.35592411
99.5,196971,9726.859,132,0.000670149,73.68832576,49.38218824
99.6,197033,9731.962,132,0.000669939,73.72698485,49.39254846
99.7,197140,9740.626,132,0.000669575,73.79262121,49.40968855
99.8,197302,9752.7,132,0.000669025,73.88409091,49.43031495
99.9,197399,9760.545,132,0.000668696,73.94352273,49.4457672
100,197467,9767.326,132,0.000668466,73.99489394,49.46307991
