base_bid,impressions,cost,clicks,ctr,cpc
15.4,230906,13056.258,170,0.000736230327492573,76.8015176470588
15.5,231738,13162.611,171,0.000737902286202522,76.9743333333333
15.6,232340,13232.63,172,0.000740294396143583,76.9338953488372
15.7,232742,13277.881,173,0.000743312337266157,76.7507572254335
15.8,233285,13341.529,173,0.000741582184881154,77.1186647398844
15.9,233743,13397.776,173,0.000740129116166046,77.4437919075145
16,234555,13478.591,173,0.000737566881967982,77.9109306358382
16.1,235072,13537.945,174,0.000740198747617751,77.8042816091954
16.2,235580,13594.891,174,0.00073860259784362,78.1315574712644
16.3,236295,13685.262,174,0.000736367675998223,78.6509310344828
16.4,236862,13742.363,175,0.000738826827435384,78.5277885714286
16.5,237381,13799.19,176,0.000741424124087437,78.4044886363636
16.6,237850,13856.524,176,0.000739962161025857,78.73025
16.7,238382,13923.087,177,0.000742505726103481,78.6615084745763
16.8,239181,14003.34,178,0.00074420627056497,78.6704494382023
16.9,239574,14053.235,178,0.000742985465868583,78.9507584269663
17,240068,14112.727,178,0.000741456587300265,79.2849831460674
17.1,240536,14167.075,178,0.000740013968803007,79.5903089887641
17.2,241116,14241.267,178,0.000738233879128718,80.0071179775281
17.3,241561,14292.369,178,0.000736873915905299,80.2942078651685
17.4,241908,14333.926,179,0.000739950725069035,80.0777988826816
17.5,242341,14387.511,180,0.000742755043513066,79.9306166666667
17.6,242633,14422.947,180,0.000741861164804458,80.1274833333333
17.7,243071,14477.626,180,0.00074052437353695,80.4312555555556
17.8,243483,14526.764,180,0.000739271324897426,80.7042444444444
17.9,243834,14568.606,180,0.000738207140923743,80.9367
18,244269,14626.585,180,0.000736892524225342,81.2588055555556
18.1,244744,14682.175,180,0.000735462360670742,81.5676388888889
18.2,245029,14717.286,180,0.000734606924078374,81.7627
18.3,245470,14776.14,180,0.000733287163400823,82.0896666666667
18.4,245816,14822.468,180,0.000732255020014971,82.3470444444444
18.5,246182,14867.696,180,0.000731166372846106,82.5983111111111
18.6,246557,14911.213,181,0.000734110165195066,82.3823922651934
18.7,246910,14957.512,181,0.000733060629379126,82.6381878453039
18.8,247331,15014.801,181,0.000731812833813796,82.9547016574586
18.9,247744,15072.797,182,0.000734629294755877,82.8175659340659
19,247991,15106.269,183,0.000737930005524394,82.5479180327869
19.1,248297,15144.164,183,0.000737020584219705,82.7549945355191
19.2,248664,15187.882,183,0.00073593282501689,82.9938907103825
19.3,249107,15245.859,183,0.000734624077203772,83.3107049180328
19.4,249310,15269.243,183,0.000734025911515784,83.4384863387978
19.5,249549,15304.767,183,0.000733322914537826,83.632606557377
19.6,249910,15353.197,184,0.000736265055419951,83.4412880434783
19.7,250305,15409.128,185,0.00073909830007391,83.2925837837838
19.8,250528,15438.684,185,0.000738440413845957,83.4523459459459
19.9,250969,15504.415,188,0.000749096501958409,82.4702925531915
20,251276,15545.14,188,0.000748181282732931,82.686914893617
20.1,251589,15590.964,188,0.000747250475974705,82.9306595744681
20.2,251898,15635.234,188,0.000746333833535796,83.1661382978723
20.3,252155,15672.239,188,0.000745573159366263,83.3629734042553
20.4,252472,15716.421,189,0.000748597864317627,83.1556666666667
20.5,252730,15755.56,189,0.000747833656471333,83.3627513227513
20.6,253008,15796.171,189,0.000747011952191235,83.5776243386243
20.7,253281,15835.125,190,0.000750154966223286,83.3427631578947
20.8,253553,15874.014,190,0.000749350234467744,83.5474421052632
20.9,253815,15910.767,191,0.000752516596733842,83.302445026178
21,254065,15948.747,191,0.000751776120284179,83.5012931937173
21.1,254558,16038.608,191,0.000750320162791977,83.9717696335079
21.2,254889,16086.934,191,0.000749345793659201,84.2247853403141
21.3,255140,16125.515,191,0.000748608607039273,84.426780104712
21.4,255398,16160.266,191,0.000747852371592573,84.608722513089
21.5,255671,16197.534,192,0.000750965107501437,84.36215625
21.6,255902,16228.45,193,0.000754194965260139,84.0852331606218
21.7,256193,16275.208,193,0.000753338303544593,84.3275025906736
21.8,256368,16301.603,194,0.000756724708231917,84.028881443299
21.9,256573,16329.806,194,0.00075612009057851,84.1742577319588
22,256804,16359.262,194,0.00075543994641828,84.3260927835052
22.1,257029,16392.107,194,0.000754778643654996,84.4953969072165
22.2,257345,16436.115,194,0.00075385183314228,84.7222422680412
22.3,257638,16483.889,194,0.000752994511679178,84.9685
22.4,257932,16530.957,194,0.000752136221949971,85.211118556701
22.5,258268,16589.991,194,0.000751157712143974,85.5154175257732
22.6,258587,16635.727,194,0.000750231063433197,85.7511701030928
22.7,258777,16662.271,194,0.000749680226604374,85.8879948453608
22.8,258979,16690.121,194,0.000749095486506628,86.0315515463918
22.9,259218,16729.119,194,0.000748404817566681,86.2325721649485
23,259438,16763.354,194,0.000747770180158651,86.4090412371134
23.1,259698,16800.168,195,0.000750872166901555,86.1547076923077
23.2,259937,16834.559,196,0.000754028860839357,85.8906071428571
23.3,260142,16867.254,196,0.000753434662607345,86.0574183673469
23.4,260323,16892.802,196,0.000752910806959047,86.1877653061224
23.5,260530,16925.561,196,0.000752312593559283,86.3549030612245
23.6,260743,16956.206,196,0.000751698032161937,86.5112551020408
23.7,260946,16987.758,196,0.000751113257148989,86.6722346938776
23.8,261137,17016.372,196,0.000750563880262085,86.8182244897959
23.9,261379,17050.986,197,0.000753694826286733,86.5532284263959
24,261632,17092.248,197,0.000752965998043053,86.7626802030457
24.1,261995,17146.353,197,0.000751922746617302,87.0373248730964
24.2,262282,17187.549,197,0.00075109996111056,87.2464416243655
24.3,262458,17217.299,198,0.000754406419312804,86.9560555555556
24.4,262796,17267.858,198,0.000753436125359594,87.211404040404
24.5,262971,17295.153,198,0.000752934734248263,87.3492575757576
24.6,263217,17335.197,198,0.000752231048906416,87.5515
24.7,263353,17355.309,198,0.00075184258390829,87.6530757575758
24.8,263540,17382.686,198,0.000751309099187979,87.7913434343434
24.9,263796,17419.257,198,0.000750579993631442,87.9760454545455
25,263937,17442.017,198,0.000750179019993408,88.0909949494949
25.1,264193,17485.037,198,0.00074945210508984,88.3082676767677
25.2,264343,17509.154,198,0.000749026832562239,88.4300707070707
25.3,264537,17539.096,198,0.000748477528663287,88.5812929292929
25.4,264745,17571.713,198,0.000747889478554836,88.7460252525253
25.5,264887,17592.854,198,0.000747488551722055,88.852797979798
25.6,265085,17624.312,198,0.00074693022992625,89.0116767676768
25.7,265247,17646.426,198,0.000746474041176714,89.1233636363636
25.8,265403,17672.342,198,0.000746035274657785,89.2542525252525
25.9,265621,17704.998,198,0.000745422989899142,89.4191818181818
26,265829,17737.087,198,0.000744839727794936,89.5812474747475
26.1,265988,17761.049,198,0.000744394483961682,89.7022676767677
26.2,266220,17802.45,198,0.000743745774171738,89.9113636363636
26.3,266478,17845.948,198,0.000743025690676153,90.1310505050505
26.4,266693,17879.099,198,0.00074242668536482,90.2984797979798
26.5,266958,17920.686,198,0.000741689703998382,90.5085151515152
26.6,267290,17971.386,198,0.000740768453739384,90.7645757575758
26.7,267400,17988.871,198,0.000740463724756918,90.8528838383838
26.8,267585,18018.686,198,0.000739951791019676,91.0034646464646
26.9,267726,18041.705,198,0.000739562089599068,91.1197222222222
27,267900,18071.083,198,0.000739081746920493,91.268095959596
27.1,268115,18104.945,198,0.000738489081177853,91.4391161616162
27.2,268340,18145.188,198,0.000737869866587166,91.6423636363636
27.3,268550,18183.068,198,0.000737292869111897,91.8336767676768
27.4,268800,18224.682,198,0.000736607142857143,92.0438484848485
27.5,268984,18253.232,199,0.000739820955893287,91.724783919598
27.6,269152,18280.386,199,0.000739359172512186,91.8612361809045
27.7,269356,18314.891,199,0.000738799209967478,92.0346281407035
27.8,269508,18340.223,199,0.000738382534099173,92.1619246231156
27.9,269687,18369.227,199,0.000737892445687037,92.3076733668342
28,269814,18390.576,199,0.000737545123677793,92.4149547738694
28.1,269985,18414.794,199,0.000737077985814027,92.5366532663317
28.2,270147,18441.054,199,0.000736635979670328,92.6686130653266
28.3,270292,18467.694,199,0.000736240806239178,92.8024824120603
28.4,270466,18496.253,199,0.000735767157424593,92.9459949748744
28.5,270602,18516.966,200,0.000739092837451312,92.58483
28.6,270728,18538.912,200,0.000738748854939275,92.69456
28.7,270873,18563.636,200,0.000738353398086926,92.81818
28.8,271098,18600.775,200,0.000737740595651757,93.003875
28.9,271255,18624.289,200,0.000737313597906029,93.121445
29,271417,18652.936,201,0.000740557886941496,92.8006766169154
29.1,271548,18674.182,201,0.000740200627513368,92.9063781094527
29.2,271667,18693.259,201,0.000739876392789702,93.0012885572139
29.3,271786,18714.22,201,0.000739552441994805,93.1055721393035
29.4,271890,18731.485,201,0.000739269557541653,93.1914676616915
29.5,272013,18752.294,201,0.000738935271475996,93.2949950248756
29.6,272152,18775.791,201,0.000738557864722655,93.4118955223881
29.7,272248,18793.549,201,0.000738297434691899,93.5002437810945
29.8,272564,18841.531,201,0.000737441481633671,93.738960199005
29.9,272669,18858.664,201,0.000737157505987113,93.8241990049751
30,272813,18881.839,201,0.000736768409130063,93.9394975124378
30.1,272916,18899.476,201,0.000736490348678714,94.0272437810945
30.2,273049,18924.773,202,0.000739793956396105,93.686995049505
30.3,273271,18960.861,202,0.0007391929622975,93.8656485148515
30.4,273381,18978.174,203,0.000742553432755019,93.4885418719212
30.5,273483,18994.372,203,0.000742276485192864,93.5683349753695
30.6,273589,19012.232,203,0.000741988895752388,93.656315270936
30.7,273717,19032.709,203,0.000741641914824435,93.7571871921182
30.8,273884,19060.075,203,0.000741189700749222,93.8919950738916
30.9,273967,19074.85,203,0.000740965152737373,93.9647783251231
31,274064,19091.568,203,0.000740702901512056,94.0471330049261
31.1,274188,19112.687,203,0.000740367922739142,94.1511674876847
31.2,274298,19129.323,205,0.000747362357727727,93.3137707317073
31.3,274419,19149.326,205,0.000747032822071358,93.4113463414634
31.4,274516,19168.733,205,0.000746768858645762,93.5060146341463
31.5,274603,19181.853,205,0.00074653226658121,93.5700146341463
31.6,274692,19196.001,205,0.000746290390692121,93.6390292682927
31.7,274798,19214.891,205,0.000746002518213379,93.7311756097561
31.8,274904,19230.999,205,0.000745714867735646,93.8097512195122
31.9,275043,19256.522,205,0.000745338001694281,93.9342536585366
32,275140,19272.99,205,0.00074507523442611,94.0145853658537
32.1,275215,19286.082,205,0.000744872190832622,94.0784487804878
32.2,275305,19302.06,205,0.000744628684549863,94.1563902439025
32.3,275461,19333.847,205,0.000744206983928759,94.3114487804878
32.4,275564,19349.659,205,0.000743928815084699,94.3885804878049
32.5,275644,19364.125,205,0.000743712905051443,94.4591463414634
32.6,275743,19379.488,205,0.000743445889832199,94.5340878048781
32.7,275848,19397.123,205,0.000743162901307967,94.6201121951219
32.8,275947,19414.857,205,0.000742896280807546,94.7066195121951
32.9,276060,19432.856,205,0.000742592190103601,94.7944195121951
33,276119,19443.871,205,0.00074243351598405,94.8481512195122
33.1,276216,19459.773,205,0.00074217279230747,94.9257219512195
33.2,276314,19478.126,205,0.000741909566652432,95.0152487804878
33.3,276381,19488.619,205,0.00074172971369233,95.0664341463415
33.4,276472,19503.686,205,0.000741485575392806,95.1399317073171
33.5,276594,19524.446,205,0.000741158521153749,95.2412
33.6,276682,19537.497,206,0.000744537049753869,94.8422184466019
33.7,276833,19561.756,206,0.000744130938146825,94.9599805825243
33.8,276924,19578.321,207,0.000747497508341639,94.5812608695652
33.9,277005,19591.174,207,0.000747278929983213,94.6433526570048
34,277071,19602.511,207,0.000747100923589982,94.6981207729469
34.1,277270,19640.992,207,0.000746564720308724,94.8840193236715
34.2,277313,19648.208,207,0.00074644895839719,94.9188792270531
34.3,277411,19664.925,207,0.000746185263021293,94.9996376811594
34.4,277503,19683.502,207,0.00074593788175263,95.0893816425121
34.5,277583,19696.244,207,0.00074572290089811,95.1509371980676
34.6,277662,19709.295,207,0.000745510728871794,95.2139855072464
34.7,277748,19722.929,207,0.000745279894004637,95.2798502415459
34.8,277827,19734.885,207,0.000745067973955015,95.3376086956522
34.9,277896,19747.137,207,0.000744882977804646,95.3967971014493
35,277981,19761.397,207,0.000744655210248182,95.4656859903382
35.1,278061,19772.524,207,0.000744440967989038,95.5194396135266
35.2,278133,19784.144,207,0.000744248255331083,95.575574879227
35.3,278192,19794.347,208,0.000747685052050382,95.1651298076923
35.4,278266,19805.376,208,0.000747486218222851,95.2181538461539
35.5,278385,19826.554,209,0.000750758841173195,94.8638947368421
35.6,278452,19837.602,209,0.000750578196601209,94.9167559808612
35.7,278518,19848.148,209,0.00075040033319211,94.9672153110048
35.8,278590,19860.573,209,0.000750206396496644,95.0266650717703
35.9,278651,19870.726,209,0.000750042167442428,95.0752440191388
36,278767,19888.004,209,0.000749730061305678,95.1579138755981
36.1,278825,19898.942,209,0.000749574105621806,95.2102488038278
36.2,278906,19911.931,209,0.000749356413988942,95.2723971291866
36.3,278976,19923.18,210,0.000752752924982794,94.8722857142857
36.4,279050,19936.199,210,0.000752553305859165,94.934280952381
36.5,279110,19947.19,210,0.00075239153022106,94.986619047619
36.6,279179,19959.931,210,0.000752205574201498,95.0472904761905
36.7,279258,19972.864,210,0.000751992780869304,95.1088761904762
36.8,279303,19980.908,210,0.000751871623290835,95.1471809523809
36.9,279361,19991.368,210,0.000751715522209614,95.1969904761905
37,279413,19999.717,210,0.000751575624613028,95.2367476190476
37.1,279493,20013.083,210,0.000751360499189604,95.3003952380952
37.2,279546,20021.865,210,0.000751218046403812,95.3422142857143
37.3,279721,20052.256,210,0.000750748066823728,95.4869333333333
37.4,279775,20061.477,210,0.000750603163256188,95.5308428571429
37.5,279850,20074.142,210,0.000750402001072003,95.5911523809524
37.6,279892,20081.193,210,0.000750289397338974,95.6247285714286
37.7,279944,20089.923,210,0.000750150030006001,95.6663
37.8,280064,20109.096,211,0.000753399223034735,95.3037725118484
37.9,280134,20120.666,211,0.000753210963324695,95.3586066350711
38,280186,20130.902,211,0.000753071174148601,95.4071184834123
38.1,280246,20140.48,211,0.000752909943406864,95.4525118483412
38.2,280318,20152.412,211,0.000752716557623841,95.5090616113744
38.3,280374,20163.452,211,0.000752566215126938,95.5613838862559
38.4,280476,20180.857,211,0.000752292531268273,95.6438720379147
38.5,280561,20192.276,212,0.000755628900666878,95.2465849056604
38.6,280607,20200.452,212,0.000755505030166746,95.2851509433962
38.7,280652,20208.117,212,0.000755383891794821,95.3213066037736
38.8,280706,20215.8,212,0.000755238577016523,95.3575471698113
38.9,280781,20228.002,212,0.000755036843661074,95.4151037735849
39,280841,20238.274,212,0.00075487553455514,95.4635566037736
39.1,280916,20249.581,212,0.00075467399507326,95.516891509434
39.2,280982,20260.866,212,0.000754496729327857,95.5701226415094
39.3,281033,20269.843,212,0.000754359808278743,95.6124669811321
39.4,281093,20279.101,212,0.000754198788301381,95.6561367924528
39.5,281166,20290.347,212,0.00075400297333248,95.7091839622642
39.6,281213,20298.074,212,0.000753876954479345,95.7456320754717
39.7,281258,20306.272,212,0.000753756337597508,95.7843018867925
39.8,281362,20325.364,212,0.000753477726203254,95.874358490566
39.9,281432,20338.416,212,0.00075329031524489,95.9359245283019
40,281502,20349.959,212,0.000753102997492025,95.9903726415094
40.1,281552,20358.661,212,0.000752969256123203,96.0314198113208
40.2,281607,20367.944,212,0.000752822195470993,96.0752075471698
40.3,281645,20373.475,212,0.000752720623479913,96.1012971698113
40.4,281717,20386.616,212,0.000752528246431703,96.1632830188679
40.5,281749,20391.513,212,0.000752442777081729,96.1863820754717
40.6,281786,20397.06,212,0.00075234397734451,96.2125471698113
40.7,281843,20405.368,212,0.000752191823107191,96.2517358490566
40.8,281881,20411.241,212,0.00075209042113516,96.2794386792453
40.9,281919,20417.693,212,0.000751989046499172,96.3098726415094
41,281956,20424.348,212,0.000751890365872689,96.3412641509434
41.1,282020,20434.082,212,0.000751719736188923,96.387179245283
41.2,282093,20447.321,212,0.000751525206226315,96.4496273584906
41.3,282151,20457.577,212,0.000751370719933653,96.4980047169811
41.4,282186,20463.79,212,0.000751277526170682,96.5273113207547
41.5,282230,20471.602,212,0.000751160401091309,96.5641603773585
41.6,282292,20481.322,212,0.000750995423178836,96.6100094339623
41.7,282390,20497.341,212,0.000750734799390913,96.685570754717
41.8,282431,20504.506,212,0.000750625816571127,96.7193679245283
41.9,282491,20515.096,212,0.000750466386539748,96.769320754717
42,282534,20522.207,212,0.000750352170004318,96.8028632075472
42.1,282565,20527.991,212,0.000750269849415179,96.8301462264151
42.2,282663,20544.495,212,0.000750009728899785,96.9079952830189
42.3,282814,20565.328,212,0.000749609283840263,97.0062641509434
42.4,282860,20573.203,212,0.000749487378915365,97.0434103773585
42.5,282899,20580.256,212,0.000749384055793764,97.076679245283
42.6,282933,20587.149,212,0.000749294002467015,97.1091933962264
42.7,283014,20599.685,212,0.000749079550834941,97.1683254716981
42.8,283053,20607.138,212,0.000748976340120048,97.2034811320755
42.9,283138,20626.305,212,0.000748751492205214,97.293891509434
43,283191,20636.01,212,0.000748611361236762,97.3396698113207
43.1,283242,20645.744,212,0.00074847656774066,97.3855849056604
43.2,283272,20650.775,212,0.000748397300121438,97.4093160377359
43.3,283315,20657.76,212,0.000748283712475513,97.4422641509434
43.4,283365,20666.642,212,0.000748151677165493,97.4841603773585
43.5,283416,20675.087,212,0.000748017049143309,97.5239952830189
43.6,283437,20679.174,212,0.000747961628157227,97.5432735849057
43.7,283484,20687.558,212,0.000747837620465352,97.582820754717
43.8,283516,20692.739,212,0.000747753213222534,97.6072594339623
43.9,283569,20702.464,212,0.00074761345563161,97.6531320754717
44,283613,20710.763,212,0.000747497470144175,97.6922783018868
44.1,283654,20718.149,212,0.000747389425144719,97.7271179245283
44.2,283714,20728.275,212,0.000747231366798959,97.7748820754717
44.3,283747,20734.09,212,0.000747144463201373,97.8023113207547
44.4,283767,20737.96,212,0.000747091804191467,97.8205660377358
44.5,283812,20745.228,212,0.000746973348554677,97.8548490566038
44.6,283843,20751.132,213,0.00075041484200773,97.4231549295775
44.7,283900,20760.117,213,0.000750264177527298,97.465338028169
44.8,283920,20764.014,213,0.000750211327134404,97.4836338028169
44.9,284084,20795.97,213,0.000749778234606666,97.633661971831
45,284106,20799.519,213,0.000749720174864311,97.650323943662
45.1,284149,20807.961,213,0.000749606720417809,97.6899577464789
45.2,284187,20814.155,213,0.000749506486925862,97.7190375586854
45.3,284237,20822.166,213,0.000749374641584312,97.756647887324
45.4,284279,20829.664,213,0.000749263927338987,97.7918497652582
45.5,284300,20833.203,213,0.000749208582483292,97.8084647887324
45.6,284341,20841.06,213,0.000749100551802237,97.8453521126761
45.7,284395,20852.759,213,0.000748958315019603,97.9002769953052
45.8,284445,20862.4,213,0.000748826662447925,97.9455399061033
45.9,284466,20865.893,213,0.000748771382168695,97.9619389671361
46,284517,20873.993,213,0.000748637164035892,97.9999671361502
