base_bid,impressions,cost,clicks,ctr,cpc
46.1,284607,20886.952,213,0.000748400425850383,98.0608075117371
46.2,284630,20891.2,213,0.00074833995011067,98.0807511737089
46.3,284659,20895.992,213,0.000748263712020347,98.1032488262911
46.4,284698,20902.56,213,0.000748161209421914,98.1340845070423
46.5,284735,20908.722,213,0.000748063989323406,98.1630140845071
46.6,284752,20911.992,213,0.00074801932910041,98.1783661971831
46.7,284787,20917.784,213,0.000747927398371414,98.205558685446
46.8,284810,20921.604,213,0.000747866999052,98.2234929577465
46.9,284895,20936.283,213,0.000747643868793766,98.2924084507042
47,284924,20941.608,213,0.000747567772458621,98.3174084507042
47.1,284954,20946.297,213,0.000747489068411042,98.3394225352113
47.2,284983,20951.966,213,0.00074741300358267,98.3660375586854
47.3,285014,20958.202,213,0.000747331710021262,98.3953145539906
47.4,285086,20970.207,213,0.00074714296738528,98.451676056338
47.5,285136,20980.034,213,0.000747011952191235,98.4978122065728
47.6,285171,20985.925,213,0.000746920268891297,98.5254694835681
47.7,285201,20992.388,213,0.000746841701116055,98.5558122065728
47.8,285229,20997.736,213,0.000746768386103797,98.5809201877934
47.9,285249,21001.147,213,0.000746716027050051,98.5969342723005
48,285301,21010.933,213,0.000746579927865658,98.6428779342723
48.1,285331,21015.982,213,0.000746501431670586,98.6665821596244
48.2,285382,21024.641,213,0.000746368026014255,98.707234741784
48.3,285406,21028.32,213,0.000746305263379186,98.7245070422535
48.4,285436,21033.795,213,0.000746226824927479,98.7502112676056
48.5,285459,21038.224,213,0.000746166699946402,98.7710046948357
48.6,285479,21042.041,213,0.000746114425229176,98.7889248826291
48.7,285515,21047.684,213,0.000746020349193563,98.8154178403756
48.8,285549,21052.85,213,0.000745931521385121,98.8396713615023
48.9,285750,21089.502,213,0.000745406824146982,99.0117464788732
49,285767,21092.572,213,0.000745362480622325,99.0261596244131
49.1,285811,21099.706,213,0.000745247733642162,99.0596525821596
49.2,285852,21106.485,213,0.000745140842114101,99.0914788732394
49.3,285880,21111.583,213,0.000745067860640828,99.1154131455399
49.4,285918,21118.92,213,0.000744968837219063,99.1498591549296
49.5,285958,21126.315,213,0.000744864630470209,99.1845774647887
49.6,285976,21129.248,213,0.0007448177469438,99.1983474178404
49.7,286016,21137.067,213,0.000744713582456926,99.2350563380282
49.8,286040,21140.893,213,0.000744651097748567,99.2530187793427
49.9,286074,21146.885,213,0.000744562595692024,99.2811502347418
50,286099,21151.781,213,0.000744497534070374,99.3041361502347
50.1,286117,21155.244,213,0.000744450696742941,99.3203943661972
50.2,286162,21163.568,213,0.000744333629203039,99.3594741784038
50.3,286206,21171.385,213,0.000744219198758936,99.3961737089202
50.4,286246,21179.352,214,0.000747608700208911,98.9689345794392
50.5,286288,21185.716,214,0.000747499021963897,98.9986728971963
50.6,286318,21191.287,214,0.000747420700060772,99.0247056074766
50.7,286351,21197.35,214,0.000747334564922071,99.0530373831776
50.8,286370,21200.82,214,0.000747284980968677,99.0692523364486
50.9,286386,21203.637,214,0.000747243231163535,99.0824158878505
51,286400,21205.922,214,0.000747206703910615,99.0930934579439
51.1,286472,21218.833,214,0.000747018905861655,99.1534252336449
51.2,286488,21222.307,214,0.000746977185780905,99.1696588785047
51.3,286515,21227.937,214,0.000746906793710626,99.1959672897196
51.4,286542,21232.287,214,0.000746836414906017,99.2162943925234
51.5,286561,21235.837,214,0.00074678689703065,99.2328831775701
51.6,286597,21242.793,214,0.000746693091693214,99.2653878504673
51.7,286617,21246.464,214,0.000746640987799049,99.2825420560748
51.8,286639,21250.695,214,0.000746583681913487,99.3023130841121
51.9,286679,21257.211,214,0.000746479511927975,99.332761682243
52,286708,21262.656,214,0.000746404006864127,99.3582056074766
52.1,286724,21265.636,214,0.00074636235543589,99.3721308411215
52.2,286751,21270.008,214,0.000746292079190657,99.3925607476636
52.3,286768,21273.202,215,0.000749734977403336,98.9451255813954
52.4,286792,21277.621,215,0.000749672236324584,98.9656790697674
52.5,286825,21283.97,215,0.000749585984485313,98.9952093023256
52.6,286834,21285.569,215,0.000749562464700837,99.0026465116279
52.7,286873,21293.601,215,0.000749460562688019,99.0400046511628
52.8,286889,21296.71,215,0.000749418764748736,99.0544651162791
52.9,286907,21299.922,215,0.000749371747639479,99.0694046511628
53,286930,21304.374,215,0.000749311678806678,99.090111627907
53.1,286958,21309.431,215,0.000749238564528607,99.1136325581395
53.2,286967,21310.946,215,0.000749215066540752,99.1206790697674
53.3,286985,21314.634,215,0.000749168074986498,99.1378325581395
53.4,287015,21320.721,215,0.000749089768827413,99.1661441860465
53.5,287050,21327.138,215,0.000748998432328863,99.1959906976744
53.6,287071,21331.119,215,0.000748943641120141,99.2145069767442
53.7,287098,21336.388,215,0.000748873207058217,99.2390139534884
53.8,287116,21339.606,215,0.000748826258376405,99.2539813953488
53.9,287125,21341.378,215,0.000748802786242926,99.262223255814
54,287145,21345.192,215,0.000748750631214195,99.2799627906977
54.1,287159,21347.723,215,0.00074871412701674,99.2917348837209
54.2,287195,21354.998,215,0.000748620275422622,99.3255720930233
54.3,287222,21360.624,215,0.000748549902166269,99.3517395348837
54.4,287255,21366.647,215,0.000748463908374093,99.3797534883721
54.5,287264,21368.48,215,0.000748440458950652,99.3882790697674
54.6,287287,21373.173,215,0.000748380539321306,99.4101069767442
54.7,287465,21408.259,215,0.000747917137738507,99.5732976744186
54.8,287486,21412.285,215,0.00074786250460892,99.592023255814
54.9,287504,21415.551,215,0.000747815682564417,99.6072139534884
55,287513,21417.338,215,0.000747792273740666,99.6155255813953
55.1,287548,21423.336,215,0.000747701253355961,99.643423255814
55.2,287573,21427.679,215,0.00074763625236027,99.663623255814
55.3,287583,21429.454,215,0.000747610255126346,99.6718790697674
55.4,287612,21435.136,215,0.000747534873371069,99.6983069767442
55.5,287629,21437.992,215,0.00074749069113337,99.7115906976744
55.6,287648,21442.017,215,0.000747441317165424,99.730311627907
55.7,287669,21445.625,215,0.000747386753525754,99.7470930232558
55.8,287697,21450.907,215,0.000747314014397091,99.7716604651163
55.9,287716,21454.312,215,0.000747264663765658,99.7874976744186
56,287729,21456.673,215,0.000747230901299487,99.7984790697674
56.1,287756,21461.359,215,0.000747160789001793,99.8202744186047
56.2,287770,21463.817,215,0.00074712443965667,99.8317069767442
56.3,287807,21470.62,215,0.000747028390553392,99.8633488372093
56.4,287830,21474.741,215,0.000746968696800195,99.8825162790698
56.5,287923,21496.605,215,0.000746727423651462,99.9842093023256
56.6,287945,21500.997,215,0.00074667037107781,100.004637209302
56.7,287967,21505.294,215,0.000746613327221522,100.024623255814
56.8,287984,21508.305,215,0.000746569253847436,100.038627906977
56.9,287998,21511.009,215,0.000746532962034459,100.051204651163
57,288014,21513.156,215,0.000746491489997014,100.061190697674
57.1,288033,21516.456,215,0.000746442247936868,100.076539534884
57.2,288054,21520.586,215,0.000746387830059642,100.095748837209
57.3,288068,21523.06,215,0.000746351555882639,100.107255813954
57.4,288086,21526.77,215,0.000746304922835542,100.124511627907
57.5,288123,21533.246,215,0.000746209084314685,100.15463255814
57.6,288140,21535.861,215,0.000746165058652044,100.166795348837
57.7,288172,21541.57,215,0.000746082200907791,100.193348837209
57.8,288182,21543.735,215,0.000746056311636396,100.203418604651
57.9,288201,21547.399,215,0.000746007126970413,100.220460465116
58,288222,21550.954,215,0.00074595277251563,100.236995348837
58.1,288231,21552.624,215,0.000745929480173888,100.244762790698
58.2,288250,21556.061,215,0.000745880312228968,100.260748837209
58.3,288278,21561.348,215,0.000745807866018219,100.285339534884
58.4,288301,21565,215,0.000745748367157936,100.302325581395
58.5,288325,21569.048,215,0.000745686291511315,100.321153488372
58.6,288342,21572.023,215,0.000745642327513855,100.334990697674
58.7,288366,21576.095,215,0.000745580269518598,100.353930232558
58.8,288378,21577.805,215,0.00074554924439451,100.36188372093
58.9,288387,21579.449,215,0.000745525977245854,100.369530232558
59,288401,21582.127,215,0.000745489786789921,100.381986046512
59.1,288419,21585.119,215,0.000745443261366276,100.395902325581
59.2,288515,21604.984,215,0.000745195223818519,100.488297674419
59.3,288520,21605.928,215,0.000745182309718564,100.492688372093
59.4,288552,21611.692,215,0.000745099670076797,100.519497674419
59.5,288569,21614.709,215,0.000745055775221871,100.533530232558
59.6,288579,21616.664,215,0.000745029957134788,100.542623255814
59.7,288596,21619.787,215,0.000744986070493007,100.557148837209
59.8,288613,21622.748,215,0.000744942189021285,100.570920930233
59.9,288630,21626,215,0.000744898312718706,100.586046511628
60,288640,21627.894,215,0.000744872505543237,100.594855813953
60.1,288661,21632.447,215,0.000744818316294893,100.61603255814
60.2,288669,21634.135,215,0.000744797674845584,100.62388372093
60.3,288686,21636.891,215,0.000744753815564316,100.636702325581
60.4,288699,21639.028,215,0.000744720279599167,100.646641860465
60.5,288714,21641.99,215,0.000744681588007509,100.660418604651
60.6,288722,21643.439,215,0.000744660954135812,100.667158139535
60.7,288740,21646.408,215,0.000744614532105008,100.68096744186
60.8,288817,21660.771,215,0.000744416014292787,100.747772093023
60.9,288828,21662.764,215,0.000744387663245946,100.757041860465
61,288837,21664.438,215,0.00074436446854108,100.764827906977
61.1,288845,21665.778,215,0.00074434385223909,100.771060465116
61.2,288864,21669.122,215,0.000744294893098482,100.786613953488
61.3,288946,21685.104,215,0.000744083669613007,100.860948837209
61.4,288958,21687.248,215,0.000744052768914513,100.870920930233
61.5,289066,21702.735,215,0.000743774778078363,100.942953488372
61.6,289093,21707.589,215,0.000743705312823209,100.965530232558
61.7,289108,21710.189,215,0.000743666726621193,100.977623255814
61.8,289114,21711.272,215,0.000743651293261482,100.982660465116
61.9,289144,21716.939,215,0.000743574136070608,101.009018604651
62,289155,21718.903,215,0.000743545849112068,101.018153488372
62.1,289170,21721.426,215,0.000743507279454992,101.029888372093
62.2,289177,21722.945,215,0.00074348928165103,101.036953488372
62.3,289195,21726.22,215,0.000743443005584467,101.052186046512
62.4,289212,21729.078,215,0.000743399305699625,101.065479069767
62.5,289224,21731.638,215,0.000743368461815064,101.077386046512
62.6,289234,21733.605,215,0.000743342760532994,101.086534883721
62.7,289244,21735.76,215,0.000743317061028059,101.096558139535
62.8,289389,21774.362,216,0.000746400174160041,100.807231481481
62.9,289407,21777.049,216,0.0007463537509459,100.819671296296
63,289424,21780.057,216,0.000746309912101277,100.833597222222
63.1,289441,21783.028,216,0.000746266078406307,100.847351851852
63.2,289458,21786.205,216,0.000746222249860083,100.862060185185
63.3,289468,21788.096,216,0.000746196470767062,100.870814814815
63.4,289488,21792.382,216,0.000746144917924059,100.890657407407
63.5,289510,21796.174,216,0.000746088218023557,100.908212962963
63.6,289520,21798.242,216,0.000746062448190108,100.917787037037
63.7,289532,21800.765,216,0.000746031526739704,100.929467592593
63.8,289547,21803.83,216,0.000745992878530947,100.943657407407
63.9,289566,21807.331,216,0.000745943929881271,100.959865740741
64,289575,21809.136,216,0.000745920745920746,100.968222222222
64.1,289592,21812.125,216,0.000745876957927015,100.982060185185
64.2,289612,21815.579,216,0.000745825449221717,100.998050925926
64.3,289631,21819.608,216,0.00074577652254075,101.016703703704
64.4,289637,21821.026,216,0.00074576107334353,101.023268518519
64.5,289655,21824.425,216,0.000745714729592101,101.03900462963
64.6,289671,21827.418,216,0.000745673539981565,101.052861111111
64.7,289682,21829.654,216,0.000745645224763706,101.063212962963
64.8,289721,21837.707,216,0.000745544851771187,101.10049537037
64.9,289741,21841.19,216,0.000745493388923211,101.11662037037
65,289763,21845.07,216,0.000745436787995707,101.134583333333
65.1,289777,21847.398,216,0.000745400773698396,101.145361111111
65.2,289786,21849.015,216,0.000745377623487677,101.152847222222
65.3,289806,21852.611,216,0.000745326183722904,101.16949537037
65.4,289816,21854.475,216,0.000745300466502885,101.178125
65.5,289837,21858.916,216,0.000745246466117162,101.198685185185
65.6,289844,21860.025,216,0.000745228467727467,101.203819444444
65.7,289853,21861.795,216,0.000745205328218097,101.212013888889
65.8,289867,21864.539,216,0.000745169336281812,101.224717592593
65.9,289891,21868.792,216,0.000745107643907538,101.244407407407
66,289899,21870.405,216,0.000745087082052715,101.251875
66.1,289908,21872.366,216,0.000745063951322488,101.260953703704
66.2,289923,21875.082,216,0.000745025403296737,101.273527777778
66.3,289929,21876.271,216,0.000745009985203274,101.279032407407
66.4,289946,21880.187,216,0.000744966304070413,101.297162037037
66.5,289966,21884.099,216,0.00074491492105971,101.315273148148
66.6,289984,21887.942,216,0.000744868682410064,101.333064814815
66.7,289991,21889.356,216,0.000744850702263174,101.339611111111
66.8,290008,21892.96,216,0.000744807039805798,101.356296296296
66.9,290015,21894.5,216,0.000744789062634691,101.363425925926
67,290023,21895.869,216,0.000744768518358889,101.369763888889
67.1,290026,21896.487,216,0.000744760814547661,101.372625
67.2,290046,21900.666,216,0.000744709459878778,101.391972222222
67.3,290054,21902.23,216,0.000744688919994208,101.399212962963
67.4,290068,21904.952,216,0.000744652977922418,101.411814814815
67.5,290083,21908.428,216,0.000744614472409621,101.427907407407
67.6,290090,21909.894,216,0.000744596504533076,101.434694444444
67.7,290094,21910.67,216,0.000744586237564376,101.438287037037
67.8,290108,21913.175,216,0.000744550305403505,101.449884259259
67.9,290116,21914.839,216,0.000744529774297178,101.457587962963
68,290134,21918.016,216,0.000744483583447648,101.472296296296
68.1,290215,21931.322,216,0.000744275795530899,101.533898148148
68.2,290230,21934.041,216,0.000744237329014919,101.546486111111
68.3,290267,21940.922,216,0.000744142461940214,101.578342592593
68.4,290277,21943.044,216,0.000744116826341736,101.588166666667
68.5,290286,21945.406,216,0.000744093755813232,101.599101851852
68.6,290297,21947.768,216,0.00074406556044327,101.610037037037
68.7,290334,21954.618,216,0.000743970737151005,101.64175
68.8,290349,21958.089,216,0.000743932302160503,101.657819444444
68.9,290542,21985.367,216,0.000743438125985228,101.784106481481
69,290589,21993.142,216,0.000743317881956991,101.820101851852
69.1,290594,21994.213,216,0.000743305092328128,101.825060185185
69.2,290625,22002.697,216,0.000743225806451613,101.864337962963
69.3,290639,22005.282,216,0.000743190005470704,101.876305555556
69.4,290656,22008.18,216,0.000743146537487614,101.889722222222
69.5,290665,22009.811,216,0.000743123527084444,101.897273148148
69.6,290675,22012.091,216,0.000743097961641008,101.907828703704
69.7,290683,22013.776,217,0.000746517684212699,101.44597235023
69.8,290689,22015.103,217,0.000746502275627905,101.452087557604
69.9,290712,22019.814,217,0.000746443215278351,101.473797235023
70,290719,22021.114,217,0.000746425242244229,101.479788018433
70.1,290745,22026.085,217,0.000746358492837366,101.502695852535
70.2,290758,22028.529,217,0.000746325122610556,101.513958525346
70.3,290771,22031.621,217,0.000746291755367626,101.528207373272
70.4,290781,22033.798,217,0.00074626609028788,101.538239631336
70.5,290791,22035.644,217,0.000746240426973324,101.546746543779
70.6,290793,22036.089,217,0.00074623529452222,101.548797235023
70.7,290802,22038.008,217,0.000746212199365892,101.557640552995
70.8,290807,22039.093,217,0.000746199369341178,101.562640552995
70.9,290819,22041.644,217,0.000746168579081834,101.574396313364
71,290828,22043.456,217,0.000746145488054795,101.582746543779
71.1,290852,22047.246,217,0.000746083918969098,101.600211981567
71.2,290863,22049.293,217,0.000746055703200476,101.60964516129
71.3,290871,22051.026,217,0.000746035183981903,101.617631336406
71.4,290880,22052.882,217,0.000746012101210121,101.626184331797
71.5,290902,22057.739,217,0.000745955682669765,101.648566820276
71.6,290926,22063.493,217,0.000745894144902828,101.675082949309
71.7,290933,22064.545,217,0.000745876198299952,101.679930875576
71.8,290944,22066.991,217,0.000745847998240211,101.691202764977
71.9,290952,22068.663,217,0.000745827490445159,101.698907834101
72,290968,22071.838,217,0.000745786478238157,101.713539170507
72.1,290978,22073.817,217,0.000745760847899154,101.722658986175
72.2,290995,22077.381,217,0.000745717280365642,101.739082949309
72.3,291003,22078.687,217,0.000745696779758284,101.745101382488
72.4,291010,22079.992,217,0.000745678842651455,101.751115207373
72.5,291022,22082.337,217,0.000745648095332999,101.761921658986
72.6,291030,22083.73,217,0.000745627598529361,101.768341013825
72.7,291060,22089.441,217,0.000745550745550746,101.794658986175
72.8,291068,22091.085,217,0.000745530254098699,101.802235023041
72.9,291074,22092.149,217,0.000745514886248858,101.807138248848
73,291094,22096.009,217,0.000745463664658152,101.824926267281
73.1,291099,22096.982,217,0.000745450860360221,101.829410138249
73.2,291101,22097.381,217,0.000745445738764209,101.831248847926
73.3,291118,22100.292,217,0.000745402208039352,101.84466359447
73.4,291134,22103.657,217,0.000745361242589323,101.860170506912
73.5,291142,22105.443,217,0.000745340761552782,101.868400921659
73.6,291145,22106.169,217,0.000745333081454258,101.871746543779
73.7,291154,22107.98,217,0.0007453100421083,101.880092165899
73.8,291180,22114.651,217,0.000745243491998077,101.910834101382
73.9,291200,22118.019,217,0.000745192307692308,101.92635483871
74,291223,22123.898,217,0.000745133454431827,101.953447004608
74.1,291232,22125.914,217,0.000745110427425558,101.962737327189
74.2,291237,22126.967,217,0.000745097635259256,101.967589861751
74.3,291243,22127.773,218,0.000748515844157628,101.50354587156
74.4,291249,22128.896,218,0.000748500424035791,101.508697247706
74.5,291262,22131.845,218,0.000748467015951274,101.522224770642
74.6,291267,22132.774,218,0.00074845416748207,101.526486238532
74.7,291281,22135.646,218,0.000748418194114961,101.539660550459
74.8,291286,22136.812,218,0.000748405347321876,101.545009174312
74.9,291298,22138.873,218,0.000748374516817829,101.554463302752
75,291302,22139.805,218,0.00074836424054761,101.55873853211
75.1,291308,22140.901,218,0.000748348826671427,101.563766055046
75.2,291316,22142.426,218,0.000748328275824191,101.57076146789
75.3,291328,22144.608,218,0.000748297451669596,101.580770642202
75.4,291342,22147.48,218,0.000748261493365186,101.593944954128
75.5,291350,22148.898,218,0.000748240947314227,101.600449541284
75.6,291366,22152.153,218,0.000748199858597091,101.615380733945
75.7,291371,22153.324,218,0.00074818701929842,101.620752293578
75.8,291375,22154.069,218,0.000748176748176748,101.624169724771
75.9,291381,22155.186,218,0.000748161342022987,101.629293577982
76,291392,22157.277,218,0.000748133099055568,101.638885321101
76.1,291528,22181.789,218,0.000747784089349908,101.751325688073
76.2,291531,22182.385,218,0.000747776394277109,101.754059633028
76.3,291538,22183.852,218,0.000747758439723124,101.760788990826
76.4,291614,22203.684,218,0.000747563560048557,101.85176146789
76.5,291794,22239.096,218,0.000747102407863081,102.014201834862
76.6,291813,22242.087,218,0.000747053763883035,102.027922018349
76.7,291830,22245.007,218,0.000747010245690984,102.041316513761
76.8,291839,22247.077,218,0.000746987208700688,102.050811926606
76.9,291846,22248.508,218,0.000746969292023876,102.057376146789
77,291863,22251.434,218,0.000746925783672476,102.070798165138
77.1,291873,22253.422,218,0.000746900192892114,102.079917431193
77.2,291894,22257.254,218,0.000746846457960767,102.097495412844
77.3,291985,22271.791,218,0.000746613695909036,102.164178899083
77.4,291994,22273.442,218,0.000746590683370206,102.171752293578
77.5,291999,22274.72,218,0.000746577899239381,102.177614678899
77.6,292007,22276.33,218,0.000746557445540689,102.185
77.7,292026,22279.341,218,0.000746508872497654,102.198811926606
77.8,292042,22282.518,218,0.000746467973784593,102.213385321101
77.9,292048,22283.796,218,0.000746452637922533,102.219247706422
78,292056,22285.396,218,0.000746432191086641,102.226587155963
78.1,292069,22288.013,218,0.0007463989673673,102.238591743119
78.2,292076,22289.24,218,0.000746381078897273,102.244220183486
78.3,292078,22289.597,218,0.000746375968063326,102.245857798165
78.4,292086,22291.348,218,0.000746355525427443,102.253889908257
78.5,292093,22292.503,218,0.000746337639039621,102.259188073394
78.6,292124,22298.22,218,0.000746258438197478,102.285412844037
78.7,292133,22300.204,218,0.000746235447552998,102.294513761468
78.8,292140,22301.189,218,0.00074621756691997,102.299032110092
78.9,292155,22304.172,218,0.00074617925416303,102.31271559633
79,292168,22306.971,218,0.000746146052955834,102.325555045872
79.1,292173,22307.906,218,0.000746133284047465,102.329844036697
79.2,292173,22307.906,218,0.000746133284047465,102.329844036697
79.3,292177,22308.677,218,0.000746123069235429,102.333380733945
79.4,292186,22310.519,218,0.000746100086930928,102.341830275229
79.5,292189,22311.039,218,0.000746092426477383,102.34421559633
79.6,292191,22311.381,218,0.000746087319595744,102.34578440367
79.7,292195,22312.149,218,0.000746077106042198,102.34930733945
79.8,292562,22378.379,218,0.00074514120083948,102.653114678899
79.9,292568,22379.486,218,0.000745125919444369,102.65819266055
80,292573,22380.471,218,0.000745113185427227,102.662711009174
80.1,292578,22381.509,218,0.00074510045184532,102.667472477064
80.2,292631,22394.563,218,0.000744965502629592,102.727353211009
80.3,292637,22395.64,218,0.000744950228440013,102.732293577982
80.4,292643,22396.888,218,0.000744934954876761,102.738018348624
80.5,292650,22398.122,218,0.000744917136511191,102.743678899083
80.6,292654,22398.93,218,0.000744906954970716,102.747385321101
80.7,292660,22400.174,218,0.000744891683181849,102.753091743119
80.8,292677,22403.318,218,0.000744848416513768,102.767513761468
80.9,292698,22407.486,218,0.000744794976392049,102.786633027523
81,292707,22409.182,218,0.000744772075830096,102.794412844037
81.1,292713,22410.329,218,0.00074475680957115,102.799674311927
81.2,292719,22411.488,218,0.000744741543938043,102.804990825688
81.3,292722,22412.227,218,0.000744733911356167,102.808380733945
81.4,292727,22413.455,218,0.000744721190734029,102.814013761468
81.5,292732,22414.422,218,0.000744708470546438,102.818449541284
81.6,292737,22415.65,218,0.000744695750793374,102.824082568807
81.7,292740,22416.454,218,0.000744688119150099,102.827770642202
81.8,292753,22419.043,218,0.000744655050503325,102.839646788991
81.9,292756,22419.646,218,0.000744647419694216,102.842412844037
82,292766,22421.744,218,0.000744621984793316,102.852036697248
82.1,292772,22422.962,218,0.000744606724686787,102.857623853211
82.2,292779,22424.359,218,0.00074458892201968,102.864032110092
82.3,292785,22425.711,218,0.000744573663268269,102.870233944954
82.4,292794,22427.661,218,0.000744550776313722,102.879178899083
82.5,292798,22428.48,218,0.000744540604785552,102.882935779817
82.6,292803,22429.487,218,0.000744527890766147,102.887555045872
82.7,292803,22429.487,218,0.000744527890766147,102.887555045872
82.8,292847,22441.493,218,0.000744416026116026,102.942628440367
82.9,292851,22442.42,218,0.000744405858269222,102.946880733945
83,292859,22444.114,218,0.000744385523408876,102.954651376147
83.1,292870,22446.648,218,0.000744357564789838,102.966275229358
83.2,292878,22448.302,218,0.000744337232567827,102.973862385321
83.3,292880,22448.607,218,0.000744332149685878,102.97526146789
83.4,292889,22450.608,218,0.000744309277576147,102.984440366972
83.5,292894,22451.752,218,0.000744296571455885,102.989688073395
83.6,292895,22451.897,218,0.00074429403028389,102.990353211009
83.7,292900,22452.899,218,0.000744281324684193,102.994949541284
83.8,292909,22454.881,218,0.000744258455697845,103.004041284404
83.9,292914,22455.876,218,0.000744245751312672,103.008605504587
84,292920,22457.164,218,0.000744230506622969,103.014513761468
84.1,292924,22457.968,218,0.000744220343843454,103.018201834862
84.2,292934,22460.052,218,0.000744194938108926,103.02776146789
84.3,292947,22462.995,218,0.000744161913247106,103.04126146789
84.4,292949,22463.433,218,0.000744156832759286,103.043270642202
84.5,292953,22464.304,218,0.000744146671991753,103.047266055046
84.6,292962,22466.185,218,0.000744123811279279,103.055894495413
84.7,292967,22467.141,218,0.000744111111490373,103.060279816514
84.8,292973,22468.473,218,0.000744095872315879,103.066389908257
84.9,292976,22468.996,218,0.0007440882529627,103.068788990826
85,292986,22471.061,218,0.000744062856245691,103.07826146789
85.1,292991,22472.193,218,0.000744050158537293,103.08345412844
85.2,293006,22475.825,218,0.000744012068012259,103.100114678899
85.3,293008,22476.203,218,0.000744006989570251,103.101848623853
85.4,293019,22478.593,218,0.000743979059378402,103.112811926606
85.5,293029,22480.417,218,0.000743953670114562,103.121178899083
85.6,293038,22482.16,218,0.000743930821258676,103.129174311927
85.7,293045,22483.778,218,0.00074391305089662,103.136596330275
85.8,293050,22484.713,218,0.000743900358300631,103.140885321101
85.9,293057,22485.99,218,0.000743882589393872,103.146743119266
86,293060,22486.666,218,0.000743874974407971,103.149844036697
86.1,293064,22487.551,218,0.000743864821335954,103.153903669725
86.2,293070,22488.955,218,0.000743849592247586,103.160344036697
86.3,293081,22491.747,218,0.000743821673871728,103.173151376147
86.4,293087,22492.847,218,0.00074380644655,103.178197247706
86.5,293091,22493.703,218,0.000743796295348544,103.182123853211
86.6,293100,22495.407,218,0.000743773456158308,103.189940366972
86.7,293105,22496.462,218,0.000743760768325344,103.194779816514
86.8,293110,22497.572,218,0.00074374808092525,103.199871559633
86.9,293115,22498.4,218,0.000743735393958003,103.203669724771
87,293129,22500.907,218,0.000743699872752269,103.215169724771
87.1,293139,22502.995,218,0.000743674502539751,103.224747706422
87.2,293143,22503.959,218,0.000743664354939398,103.229169724771
87.3,293149,22505.443,218,0.000743649134058107,103.23597706422
87.4,293149,22505.443,218,0.000743649134058107,103.23597706422
87.5,293155,22506.676,218,0.000743633913799867,103.241633027523
87.6,293160,22507.895,218,0.000743621230727248,103.247224770642
87.7,293166,22509.187,218,0.000743606011611169,103.253151376147
87.8,293176,22510.898,218,0.000743580647802003,103.261
87.9,293185,22512.982,218,0.000743557821853096,103.270559633028
88,293188,22513.623,218,0.000743550213514878,103.2735
88.1,293196,22515.514,218,0.000743529925374152,103.282174311927
88.2,293201,22516.431,218,0.000743517245848411,103.286380733945
88.3,293218,22519.773,218,0.000743474138695442,103.301711009174
88.4,293242,22524.563,218,0.000743413290047128,103.323683486239
88.5,293249,22525.939,218,0.000743395544400833,103.329995412844
88.6,293260,22528.191,218,0.000743367660096842,103.340325688073
88.7,293268,22529.733,218,0.000743347381916881,103.347399082569
88.8,293279,22532.115,218,0.000743319501225795,103.358325688073
88.9,293283,22532.781,218,0.000743309363311205,103.361380733945
89,293290,22534.232,218,0.00074329162262607,103.368036697248
89.1,293292,22534.706,218,0.000743286554014429,103.370211009174
89.2,293298,22536.025,218,0.000743271348594262,103.37626146789
89.3,293300,22536.388,218,0.00074326628025912,103.377926605505
89.4,293307,22537.955,218,0.000743248541630442,103.385114678899
89.5,293311,22538.902,218,0.000743238405651339,103.389458715596
89.6,293331,22543.506,218,0.000743187729902397,103.410577981651
89.7,293334,22544.193,218,0.00074318012913607,103.413729357798
89.8,293350,22547.36,218,0.000743139594341231,103.428256880734
89.9,293358,22548.77,218,0.000743119328601913,103.434724770642
90,293409,22557.235,218,0.000742990160492691,103.473555045872
90.1,293411,22557.528,218,0.00074298509599163,103.474899082569
90.2,293415,22558.335,218,0.000742974967196633,103.478600917431
90.3,293425,22560.609,218,0.000742949646417313,103.489032110092
90.4,293428,22561.303,218,0.000742942050520059,103.49221559633
90.5,293434,22562.626,218,0.000742926859191505,103.49828440367
90.6,293440,22563.874,218,0.000742911668484188,103.504009174312
90.7,293448,22565.826,218,0.000742891415174068,103.512963302752
90.8,293450,22566.297,218,0.000742886352019083,103.515123853211
90.9,293457,22567.712,218,0.000742868631520121,103.521614678899
91,293480,22571.729,218,0.00074281041297533,103.540041284404
91.1,293592,22588.167,218,0.000742527044333633,103.615444954128
91.2,293593,22588.373,218,0.000742524515230268,103.616389908257
91.3,293594,22588.54,218,0.000742521986144131,103.617155963303
91.4,293598,22589.544,218,0.000742511869971866,103.62176146789
91.5,293599,22589.792,218,0.00074250934097187,103.622899082569
91.6,293603,22590.548,218,0.000742499225144157,103.626366972477
91.7,293711,22612.698,218,0.000742226201946812,103.727972477064
91.8,293717,22614.063,218,0.000742211039878523,103.734233944954
91.9,293723,22615.278,218,0.000742195878429677,103.73980733945
92,293726,22615.747,218,0.000742188297937534,103.741958715596
92.1,293729,22616.454,218,0.000742180717600237,103.745201834862
92.2,293737,22618.304,218,0.000742160504124438,103.753688073394
92.3,293746,22619.757,218,0.000742137765280208,103.760353211009
92.4,293749,22620.391,218,0.000742130185975101,103.76326146789
92.5,293749,22620.391,218,0.000742130185975101,103.76326146789
92.6,293750,22620.594,218,0.000742127659574468,103.76419266055
