base_bid,impressions,cost,clicks,ctr,cpc
48,93278,2668.146,54,0.000578914642252192,49.4101111111111
48.1,93641,2685.477,54,0.000576670475539561,49.7310555555555
48.2,93867,2696.156,54,0.000575282048004091,49.9288148148148
48.3,94068,2705.759,54,0.000574052812858783,50.1066481481481
48.4,94270,2716.527,54,0.00057282274318447,50.3060555555556
48.5,94560,2731.066,54,0.000571065989847716,50.5752962962963
48.6,94743,2739.766,54,0.000569962952408094,50.7364074074074
48.7,94883,2746.206,54,0.00056912197126988,50.8556666666667
48.8,95069,2755.234,55,0.000578527174999211,50.0951636363636
48.9,95228,2763.541,56,0.000588062334607468,49.3489464285714
49,95362,2769.121,56,0.000587236005956251,49.4485892857143
49.1,95580,2781.241,56,0.000585896631094371,49.6650178571429
49.2,95725,2788.046,56,0.000585009140767825,49.7865357142857
49.3,95854,2794.969,57,0.000594654370187994,49.0345438596491
49.4,96031,2805.237,57,0.000593558330122565,49.2146842105263
49.5,96347,2823.754,57,0.000591611570676824,49.5395438596491
49.6,96576,2836.553,57,0.00059020874751491,49.7640877192982
49.7,96768,2846.764,57,0.000589037698412698,49.9432280701754
49.8,97307,2879.487,58,0.000596051671513868,49.6463275862069
49.9,97739,2904.305,58,0.000593417162033579,50.074224137931
50,97884,2911.571,58,0.000592538106329942,50.1995
50.1,98156,2924.696,58,0.000590896124536452,50.4257931034483
50.2,98326,2932.823,58,0.000589874499115188,50.5659137931034
50.3,98428,2937.522,58,0.000589263217783557,50.6469310344828
50.4,98772,2956.152,58,0.000587210950471794,50.9681379310345
50.5,98941,2965.278,58,0.000586207942106912,51.1254827586207
50.6,99180,2977.326,58,0.000584795321637427,51.3332068965517
50.7,99452,2991.383,59,0.000593251015565298,50.701406779661
50.8,99591,2997.77,59,0.000592423010111355,50.8096610169491
50.9,99813,3011.023,59,0.000591105367036358,51.0342881355932
51,100002,3021.479,59,0.000589988200235995,51.2115084745763
51.1,100123,3027.103,59,0.000589275191514437,51.3068305084746
51.2,100253,3033.028,60,0.000598485830847955,50.5504666666667
51.3,100418,3041.342,60,0.000597502439801629,50.6890333333333
51.4,100657,3054.101,60,0.000596083729894593,50.9016833333333
51.5,100809,3061.471,60,0.00059518495372437,51.0245166666667
51.6,101161,3083.839,62,0.000612884411976948,49.7393387096774
51.7,101427,3100.732,63,0.000621136383803129,49.2179682539683
51.8,101639,3113.483,63,0.000619840809138224,49.4203650793651
51.9,101818,3121.471,63,0.000618751104912687,49.5471587301587
52,101972,3129.281,63,0.000617816655552505,49.671126984127
52.1,102846,3176.022,64,0.00062228963693289,49.62534375
52.2,103032,3186.659,64,0.000621166239614877,49.791546875
52.3,103262,3197.723,64,0.000619782688694776,49.964421875
52.4,103396,3204.125,64,0.00061897945761925,50.064453125
52.5,103586,3215.014,64,0.000617844110207943,50.23459375
52.6,103767,3226.211,64,0.00061676640935943,50.409546875
52.7,103998,3236.783,64,0.00061539644993173,50.574734375
52.8,104264,3252.788,64,0.000613826440573928,50.8248125
52.9,104519,3265.527,64,0.000612328858867766,51.023859375
53,104774,3279.965,64,0.000610838566820013,51.249453125
53.1,104927,3288.113,64,0.000609947868518113,51.376765625
53.2,105171,3303.353,64,0.000608532770440521,51.614890625
53.3,105511,3321.918,64,0.00060657182663419,51.90496875
53.4,105705,3331.896,64,0.000605458587578639,52.060875
53.5,106037,3353.393,64,0.000603562907287079,52.396765625
53.6,106418,3375.215,64,0.000601402018455524,52.737734375
53.7,106678,3390.045,64,0.000599936256772718,52.969453125
53.8,106992,3410.245,65,0.000607522057723942,52.4653076923077
53.9,107175,3420.324,65,0.000606484721250292,52.6203692307692
54,107340,3428.654,65,0.000605552450158375,52.7485230769231
54.1,107562,3441.193,65,0.000604302634759488,52.9414307692308
54.2,107771,3451.037,65,0.000603130712343766,53.0928769230769
54.3,107936,3461.58,65,0.000602208716276312,53.2550769230769
54.4,108352,3488.231,65,0.000599896633195511,53.6650923076923
54.5,108468,3494.164,65,0.000599255079839215,53.7563692307692
54.6,108670,3506.653,65,0.00059814116131407,53.9485076923077
54.7,108881,3517.137,65,0.00059698202624884,54.1098
54.8,109088,3529.248,65,0.000595849222645937,54.2961230769231
54.9,109467,3552.881,65,0.000593786255218468,54.6597076923077
55,109807,3577.629,65,0.000591947690037976,55.0404461538462
55.1,109941,3584.598,65,0.000591226203145323,55.1476615384615
55.2,110403,3614.308,65,0.000588752117243191,55.6047384615385
55.3,110615,3627.491,66,0.000596664105229851,54.9619848484848
55.4,110741,3634.592,66,0.000595985226790439,55.0695757575758
55.5,110980,3648.842,66,0.000594701748062714,55.2854848484848
55.6,111355,3671.6,67,0.000601679313905976,54.8
55.7,111524,3680.718,67,0.000600767547792403,54.9360895522388
55.8,111710,3691.462,67,0.000599767254498254,55.096447761194
55.9,111944,3704.4,67,0.000598513542485528,55.289552238806
56,112295,3724.073,67,0.000596642771272096,55.5831791044776
56.1,112487,3736.059,67,0.000595624383262066,55.7620746268657
56.2,112757,3752.532,67,0.000594198142909088,56.0079402985075
56.3,112972,3764.611,67,0.000593067308713664,56.188223880597
56.4,113221,3777.573,68,0.000600595295925668,55.5525441176471
56.5,113456,3790.937,68,0.000599351290368072,55.7490735294118
56.6,113638,3801.509,68,0.000598391383164082,55.9045441176471
56.7,113931,3817.738,68,0.000596852480887555,56.1432058823529
56.8,114052,3824.683,68,0.000596219268403886,56.2453382352941
56.9,114361,3842.433,68,0.000594608301781202,56.5063676470588
57,114683,3862.639,68,0.000592938796508637,56.8035147058824
57.1,114883,3873.154,68,0.000591906548401417,56.9581470588235
57.2,115188,3892.41,69,0.00059902073132618,56.4117391304348
57.3,115562,3915.755,69,0.000597082085806753,56.7500724637681
57.4,115841,3933.791,70,0.000604276551480046,56.1970142857143
57.5,116002,3942.181,70,0.000603437871760832,56.3168714285714
57.6,116154,3950.843,70,0.000602648208412969,56.4406142857143
57.7,116263,3957.332,70,0.000602083207899332,56.5333142857143
57.8,116379,3964.063,70,0.000601483085436376,56.6294714285714
57.9,116503,3971.762,70,0.00060084289674944,56.7394571428571
58,116675,3982.326,70,0.000599957145918149,56.8903714285714
58.1,116959,4002.051,70,0.000598500329175181,57.1721571428571
58.2,117341,4024.185,70,0.000596551929845493,57.4883571428571
58.3,117452,4030.235,70,0.000595988148349964,57.5747857142857
58.4,117613,4040.878,71,0.000603674763844133,56.9137746478873
58.5,117960,4063.876,71,0.000601898948796202,57.2376901408451
58.6,118153,4074.375,71,0.000600915761766523,57.3855633802817
58.7,118643,4110.836,71,0.000598433957334187,57.8990985915493
58.8,118796,4119.215,71,0.000597663220983872,58.0171126760563
58.9,119025,4131.522,71,0.000596513337534132,58.1904507042253
59,119329,4152.559,73,0.000611754058108255,56.8843698630137
59.1,119533,4166.247,73,0.000610710013134448,57.0718767123288
59.2,119849,4183.478,73,0.000609099783894734,57.3079178082192
59.3,120130,4201.25,73,0.00060767501872971,57.5513698630137
59.4,120389,4215.984,74,0.000614674098131889,56.9727567567568
59.5,120564,4225.746,74,0.000613781891775323,57.1046756756757
59.6,120852,4242.633,74,0.000612319200344223,57.3328783783784
59.7,121038,4252.932,74,0.000611378244848725,57.472054054054
59.8,121196,4262.452,74,0.000610581207300571,57.6007027027027
59.9,121376,4273.21,74,0.000609675718428684,57.7460810810811
60,121535,4283.174,75,0.000617106183403958,57.1089866666667
60.1,121636,4289.084,75,0.000616593771580782,57.1877866666667
60.2,121845,4300.883,76,0.000623743280397226,56.5905657894737
60.3,122239,4325.006,76,0.000621732834856306,56.9079736842105
60.4,122487,4339.233,76,0.000620474009486721,57.0951710526316
60.5,122630,4348.158,76,0.000619750468890157,57.2126052631579
60.6,122781,4358.107,76,0.000618988279945594,57.3435131578947
60.7,122998,4372.489,76,0.000617896225954894,57.53275
60.8,123203,4384.585,76,0.000616868095744422,57.6919078947368
60.9,123447,4397.374,76,0.000615648820951501,57.8601842105263
61,123686,4411.549,76,0.000614459195058454,58.0466973684211
61.1,123926,4425.127,76,0.000613269209044107,58.2253552631579
61.2,124300,4449.027,76,0.000611423974255833,58.5398289473684
61.3,124576,4464.403,77,0.000618096583611611,57.9792597402597
61.4,124748,4474.723,77,0.000617244364639112,58.1132857142857
61.5,125058,4493.261,77,0.000615714308560828,58.354038961039
61.6,125225,4502.668,77,0.000614893192253943,58.4762077922078
61.7,125437,4513.774,78,0.000621826095968494,57.8688974358974
61.8,125573,4522.599,78,0.000621152636315131,57.9820384615385
61.9,125679,4529.34,78,0.000620628744659012,58.0684615384615
62,125877,4541.14,78,0.000619652517934174,58.2197435897436
62.1,126061,4553.698,78,0.000618748066412292,58.3807435897436
62.2,126261,4566.962,78,0.000617767956851284,58.5507948717949
62.3,126478,4581.162,78,0.000616708044086719,58.7328461538462
62.4,126795,4601.646,78,0.000615166213178753,58.9954615384615
62.5,126987,4614.507,78,0.000614236102908172,59.1603461538461
62.6,127137,4623.841,78,0.000613511408952547,59.2800128205128
62.7,127307,4635.065,78,0.00061269215361292,59.4239102564103
62.8,127522,4649.042,78,0.000611659164693151,59.6031025641026
62.9,127916,4677.385,78,0.000609775164952,59.9664743589744
63,128164,4693.837,78,0.000608595237352143,60.1773974358974
63.1,128351,4705.928,78,0.000607708549212706,60.3324102564103
63.2,128517,4716.862,78,0.000606923597656341,60.4725897435897
63.3,128931,4743.251,78,0.000604974753938153,60.8109102564103
63.4,129322,4769.904,78,0.000603145636473299,61.1526153846154
63.5,129503,4781.341,78,0.000602302649359474,61.2992435897436
63.6,129686,4793.645,78,0.000601452739694339,61.4569871794872
63.7,129994,4812.871,78,0.000600027693585858,61.7034743589744
63.8,130339,4834.077,78,0.000598439454039083,61.9753461538462
63.9,130565,4847.629,78,0.000597403592080573,62.1490897435897
64,130711,4856.749,78,0.000596736311404549,62.2660128205128
64.1,131041,4877.66,79,0.000602864752253112,61.7425316455696
64.2,131172,4886.44,79,0.000602262678010551,61.8536708860759
64.3,131349,4896.416,79,0.000601451095935256,61.9799493670886
64.4,131528,4907.317,80,0.000608235508789003,61.3414625
64.5,131690,4917.084,80,0.00060748728073506,61.46355
64.6,131891,4929.449,80,0.000606561478796885,61.6181125
64.7,132058,4940.27,80,0.00060579442366233,61.753375
64.8,132253,4953.062,80,0.000604901212070804,61.913275
64.9,132383,4961.122,80,0.000604307199564899,62.014025
65,132556,4971.517,80,0.000603518512930384,62.1439625
65.1,132743,4983.49,80,0.000602668313960058,62.293625
65.2,133067,5005.195,81,0.000608715910030286,61.7925308641975
65.3,133375,5025.25,81,0.000607310215557638,62.0401234567901
65.4,133806,5050.73,81,0.000605354019999103,62.3546913580247
65.5,134091,5069.692,81,0.000604067387072958,62.5887901234568
65.6,134294,5084.844,81,0.000603154273459723,62.7758518518519
65.7,134476,5095.644,81,0.000602337963651507,62.9091851851852
65.8,134656,5105.913,81,0.000601532794676806,63.035962962963
65.9,134822,5115.558,81,0.000600792155582917,63.155037037037
66,135090,5133.371,81,0.000599600266489007,63.374950617284
66.1,135371,5153.06,81,0.000598355630083253,63.618024691358
66.2,135517,5161.704,81,0.000597710988289292,63.7247407407407
66.3,135698,5173.364,81,0.000596913734911347,63.8686913580247
66.4,135895,5187.026,81,0.000596048419735825,64.0373580246914
66.5,136063,5198.488,81,0.000595312465549047,64.1788641975309
66.6,136199,5205.98,81,0.000594718022892973,64.2713580246914
66.7,136381,5218.613,81,0.000593924373629758,64.4273209876543
66.8,136671,5236.815,81,0.000592664135039621,64.652037037037
66.9,137042,5262.322,82,0.000598356708162461,64.1746585365854
67,137252,5277.344,83,0.000604727071372366,63.5824578313253
67.1,137411,5288.065,84,0.000611304771815939,62.9531547619048
67.2,137668,5305.187,84,0.00061016358195078,63.1569880952381
67.3,138013,5330.759,86,0.000623129705172701,61.9855697674419
67.4,138273,5348.629,87,0.000629190080492938,61.4784942528736
67.5,138599,5369.361,88,0.000634925215910649,61.0154659090909
67.6,138781,5382.031,88,0.000634092563103018,61.1594431818182
67.7,138947,5392.808,88,0.000633335012630715,61.2819090909091
67.8,139109,5403.638,88,0.000632597459546111,61.4049772727273
67.9,139490,5430.135,89,0.000638038569073052,61.0127528089888
68,139690,5443.392,89,0.0006371250626387,61.1617078651685
68.1,139932,5459.1,90,0.00064316953949061,60.6566666666667
68.2,140356,5489.24,90,0.000641226595229274,60.9915555555555
68.3,140571,5502.766,90,0.000640245854408093,61.1418444444444
68.4,140767,5514.517,90,0.000639354394140672,61.2724111111111
68.5,140881,5521.421,90,0.000638837032672965,61.3491222222222
68.6,141162,5540.568,90,0.000637565350448421,61.5618666666667
68.7,141271,5547.118,90,0.000637073426251672,61.6346444444444
68.8,141557,5564.766,90,0.000635786291034707,61.8307333333333
68.9,141719,5576.534,90,0.000635059519189382,61.9614888888889
69,141902,5589.032,90,0.000634240532198278,62.1003555555556
69.1,142103,5600.895,90,0.000633343419913725,62.2321666666667
69.2,142305,5613.926,90,0.000632444397596711,62.3769555555556
69.3,142528,5628.781,90,0.000631454872025146,62.5420111111111
69.4,142717,5641.591,90,0.000630618636882782,62.6843444444444
69.5,143062,5665.602,90,0.000629097873649187,62.9511333333333
69.6,143183,5672.935,90,0.000628566240405635,63.0326111111111
69.7,143607,5700.637,90,0.000626710397125488,63.3404111111111
69.8,144049,5732.214,90,0.000624787398732376,63.6912666666667
69.9,144357,5754.085,90,0.000623454352750473,63.9342777777778
70,144516,5765.133,91,0.000629688062221484,63.3531098901099
70.1,144673,5775.755,91,0.000629004720991477,63.4698351648352
70.2,144896,5789.884,91,0.000628036660777385,63.6250989010989
70.3,145058,5801.753,91,0.000627335272787437,63.7555274725275
70.4,145267,5813.667,91,0.000626432706671164,63.8864505494506
70.5,145459,5826.851,91,0.000625605840821125,64.0313296703297
70.6,145590,5835.651,91,0.000625042928772581,64.128032967033
70.7,145776,5849.077,92,0.000631105257381188,63.5769239130435
70.8,146084,5869.067,92,0.000629774650201254,63.7942065217391
70.9,146296,5883.415,92,0.000628862033138295,63.9501630434783
71,146434,5892.891,92,0.000628269390988432,64.0531630434782
71.1,146590,5903.844,92,0.000627600791322737,64.1722173913043
71.2,146832,5920.983,92,0.0006265664160401,64.3585108695652
71.3,147023,5934.859,92,0.00062575243329275,64.5093369565218
71.4,147219,5949.01,92,0.000624919337857206,64.663152173913
71.5,147463,5965.583,92,0.000623885313604091,64.8432934782609
71.6,147704,5979.313,92,0.00062286735633429,64.9925326086957
71.7,147912,5993.361,92,0.000621991454378279,65.1452282608696
71.8,148029,6001.626,92,0.000621499841247323,65.2350652173913
71.9,148342,6023.934,93,0.000626929662536571,64.7734838709677
72,148569,6040.086,94,0.000632702649947163,64.2562340425532
72.1,148800,6055.879,94,0.000631720430107527,64.4242446808511
72.2,148904,6062.983,94,0.000631279213452963,64.4998191489362
72.3,149029,6071.603,95,0.000637459823255876,63.9116105263158
72.4,149243,6086.914,95,0.000636545767640693,64.0727789473684
72.5,149471,6102.753,95,0.000635574793772705,64.2395052631579
72.6,149748,6120.675,95,0.00063439912386142,64.4281578947368
72.7,150103,6146.036,96,0.000639560834893373,64.0212083333333
72.8,150421,6166.64,96,0.000638208760744843,64.2358333333333
72.9,150680,6185.026,97,0.000643748340854792,63.7631546391753
73,152024,6286.58,97,0.000638057148871231,64.8101030927835
73.1,152101,6291.391,97,0.00063773413718516,64.8597010309278
73.2,152232,6299.932,97,0.000637185348678333,64.9477525773196
73.3,152354,6308.006,97,0.000636675111910419,65.0309896907217
73.4,152525,6320.082,97,0.000635961317816751,65.1554845360825
73.5,152852,6352.324,100,0.000654227618873158,63.52324
73.6,153044,6364.416,100,0.000653406863385693,63.64416
73.7,153164,6372.521,100,0.000652894936146875,63.72521
73.8,153332,6383.851,100,0.000652179584170297,63.83851
73.9,153812,6416.282,100,0.000650144332041713,64.16282
74,154004,6430.202,100,0.00064933378353809,64.30202
74.1,154245,6447.632,100,0.000648319232390029,64.47632
74.2,154460,6462.11,101,0.000653890975009711,63.9812871287129
74.3,154660,6476.675,101,0.000653045389887495,64.1254950495049
74.4,154845,6490.523,101,0.000652265168394201,64.262603960396
74.5,155068,6507.071,101,0.000651327159697681,64.4264455445545
74.6,155442,6534.914,101,0.000649760039114268,64.7021188118812
74.7,155741,6556.593,101,0.000648512594628261,64.9167623762376
74.8,155961,6572.098,101,0.000647597796885119,65.0702772277228
74.9,156247,6594.511,102,0.000652812534000653,64.652068627451
75,156463,6609.314,102,0.000651911314496079,64.7971960784314
75.1,156788,6631.41,103,0.000656938030971758,64.3826213592233
75.2,156939,6641.875,103,0.000656305953268467,64.4842233009709
75.3,157079,6651.771,103,0.000655721006627239,64.5803009708738
75.4,157329,6669.12,103,0.00065467904836362,64.7487378640777
75.5,157470,6678.949,103,0.000654092843081222,64.8441650485437
75.6,157742,6699.033,103,0.000652964968112487,65.0391553398058
75.7,157945,6713.566,103,0.000652125739972775,65.1802524271845
75.8,158142,6727.461,103,0.0006513133765856,65.3151553398058
75.9,158298,6738.654,104,0.000656988717482217,64.79475
76,158405,6746.356,104,0.000656544932293804,64.8688076923077
76.1,158563,6757.384,105,0.000662197360039858,64.3560380952381
76.2,158745,6770.251,105,0.000661438155532458,64.478580952381
76.3,158919,6781.344,105,0.000660713948615332,64.5842285714286
76.4,159116,6795.263,105,0.000659895924985545,64.7167904761905
76.5,159345,6812.34,105,0.000658947566600772,64.8794285714286
76.6,159511,6824.98,105,0.000658261812664957,64.9998095238095
76.7,159799,6844.861,105,0.000657075451035363,65.1891523809524
76.8,160028,6860.012,105,0.00065613517634414,65.3334476190476
76.9,160198,6872.723,105,0.000655438894368219,65.4545047619048
77,160378,6887.083,105,0.000654703263539887,65.5912666666667
77.1,160548,6899.901,105,0.00065401001569624,65.7133428571429
77.2,160718,6911.815,105,0.000653318234423027,65.8268095238095
77.3,160982,6929.565,105,0.000652246835049881,65.9958571428571
77.4,161168,6941.951,105,0.000651494093120222,66.113819047619
77.5,161266,6949.377,105,0.000651098185606389,66.1845428571429
77.6,161457,6964.111,105,0.000650327951095338,66.3248666666667
77.7,161749,6985.029,105,0.000649153936036699,66.5240857142857
77.8,162063,7005.796,105,0.00064789618851928,66.7218666666667
77.9,162194,7015.518,105,0.000647372899120806,66.8144571428571
78,162393,7030.832,106,0.000652737494842758,66.3286037735849
78.1,162555,7041.159,106,0.000652086985943219,66.4260283018868
78.2,162669,7049.827,107,0.000657777449913628,65.8862336448598
78.3,162773,7056.917,107,0.000657357178401823,65.9524953271028
78.4,162865,7063.418,107,0.00065698584717404,66.0132523364486
78.5,163001,7072.119,107,0.000656437690566316,66.0945700934579
78.6,163208,7086.522,108,0.000661732268026077,65.6159444444444
78.7,163359,7098.519,109,0.00066724208644764,65.1240275229358
78.8,163702,7124.934,110,0.000671952694530305,64.7721272727273
78.9,163892,7137.843,110,0.000671173699753496,64.8894818181818
79,164239,7162.036,110,0.000669755660957507,65.1094181818182
79.1,164408,7174.498,110,0.000669067198676463,65.2227090909091
79.2,164630,7190.594,110,0.000668164976006803,65.3690363636364
79.3,164823,7204.334,110,0.000667382586168193,65.4939454545455
79.4,164987,7217.144,110,0.000666719196057871,65.6104
79.5,165082,7223.132,110,0.000666335518106153,65.6648363636364
79.6,165196,7231.284,110,0.000665875687062641,65.7389454545455
79.7,165388,7245.84,110,0.000665102667666336,65.8712727272727
79.8,165698,7269.946,111,0.000669893420560296,65.495009009009
79.9,165891,7284.568,111,0.000669114056820442,65.6267387387387
80,166185,7306.052,111,0.000667930318620814,65.8202882882883
80.1,166542,7332.349,112,0.000672503032268137,65.4674017857143
80.2,166781,7350.79,112,0.00067153932402372,65.6320535714286
80.3,167023,7371.012,112,0.000670566329188196,65.8126071428571
80.4,167133,7378.542,112,0.000670124990277204,65.8798392857143
80.5,167329,7392.734,112,0.000669340042670428,66.0065535714286
80.6,167657,7418.091,112,0.00066803056239823,66.2329553571429
80.7,167753,7425.729,112,0.000667648268585361,66.3011517857143
80.8,167871,7435.045,112,0.000667178964800353,66.3843303571429
80.9,168032,7447.178,112,0.000666539706722529,66.4926607142857
81,168192,7458.838,112,0.000665905631659056,66.5967678571429
81.1,168360,7471.752,112,0.000665241149916845,66.7120714285714
81.2,168465,7480,112,0.00066482652182946,66.7857142857143
81.3,168631,7490.554,112,0.000664172068006476,66.8799464285714
81.4,168762,7499.597,112,0.000663656510351856,66.9606875
81.5,169067,7523.592,114,0.000674288891386255,65.9964210526316
81.6,169182,7532.984,115,0.000679741343641759,65.5042086956522
81.7,169294,7541.298,115,0.000679291646484813,65.5765043478261
81.8,169476,7554.513,115,0.000678562156293516,65.6914173913043
81.9,169657,7565.895,115,0.00067783822653943,65.7903913043478
82,169838,7579.049,115,0.00067711583980028,65.9047739130435
82.1,170018,7593.754,116,0.000682280699690621,65.4633965517241
82.2,170172,7604.68,117,0.000687539665749947,64.997264957265
82.3,170290,7613.402,117,0.000687063245052557,65.071811965812
82.4,170523,7634.109,118,0.000691988763979053,64.6958389830508
82.5,170613,7640.184,118,0.000691623733244243,64.7473220338983
82.6,170711,7646.409,118,0.000691226693066059,64.8000762711864
82.7,170863,7657.659,118,0.000690611776686585,64.8954152542373
82.8,171038,7670.343,118,0.00068990516727277,65.002906779661
82.9,171162,7679.533,118,0.000689405358666059,65.0807881355932
83,171309,7689.607,118,0.000688813780945543,65.1661610169491
83.1,171516,7705.283,118,0.000687982462277572,65.2990084745763
83.2,171667,7717.447,118,0.000687377306063483,65.402093220339
83.3,171878,7731.981,118,0.000686533471415772,65.5252627118644
83.4,172423,7775.244,119,0.000690163145288042,65.3381848739496
83.5,172661,7791.297,119,0.000689211808109533,65.4730840336134
83.6,172801,7801.241,119,0.000688653422144548,65.5566470588235
83.7,172959,7811.858,119,0.000688024329465365,65.6458655462185
83.8,173036,7817.56,119,0.000687718162694468,65.693781512605
83.9,173185,7827.171,119,0.000687126483240465,65.7745462184874
84,173284,7834.151,119,0.000686733916576256,65.8332016806723
84.1,173360,7840.387,119,0.000686432856483618,65.8856050420168
84.2,173502,7849.716,119,0.000685871056241427,65.964
84.3,173648,7860.166,119,0.0006852943886483,66.0518151260504
84.4,173872,7877.033,119,0.000684411521118984,66.1935546218487
84.5,174106,7894.619,119,0.000683491665996577,66.3413361344538
84.6,174299,7909.682,119,0.000682734840704766,66.4679159663866
84.7,174437,7920.16,119,0.000682194717863756,66.5559663865546
84.8,174566,7930.532,119,0.000681690592669821,66.6431260504202
84.9,174718,7942.32,119,0.000681097540035944,66.7421848739496
85,174875,7954.995,119,0.00068048606147248,66.8486974789916
85.1,175001,7964.059,119,0.000679996114307918,66.9248655462185
85.2,175191,7978.527,119,0.000679258637715408,67.0464453781513
85.3,175386,7993.541,119,0.000678503415323914,67.1726134453781
85.4,175564,8007.158,119,0.0006778154974824,67.2870420168067
85.5,175849,8029.124,119,0.000676716956024771,67.4716302521008
85.6,176032,8043.173,119,0.000676013452099618,67.5896890756302
85.7,176376,8069.217,119,0.000674694969837166,67.8085462184874
85.8,176565,8084.184,119,0.000673972757907853,67.9343193277311
85.9,176712,8095.843,119,0.00067341210557291,68.0322941176471
86,177039,8122.469,119,0.00067216827930569,68.2560420168067
86.1,177355,8143.147,119,0.000670970652081982,68.4298067226891
86.2,177644,8163.963,119,0.000669879084010718,68.604731092437
86.3,177803,8176.234,119,0.000669280045893489,68.7078487394958
86.4,177996,8190.572,119,0.000668554349535945,68.8283361344538
86.5,178109,8199.263,119,0.000668130189939868,68.9013697478992
86.6,178313,8214.391,119,0.000667365811802841,69.0284957983193
86.7,178429,8222.564,119,0.000666931944919268,69.0971764705882
86.8,178603,8236.083,119,0.000666282201306809,69.2107815126051
86.9,178702,8244.409,119,0.000665913084352721,69.2807478991597
87,178819,8253.4,119,0.000665477382157377,69.3563025210084
87.1,178988,8267.581,119,0.000664849040159117,69.4754705882353
87.2,179080,8274.532,119,0.000664507482689301,69.5338823529412
87.3,179150,8280.384,119,0.000664247837008094,69.5830588235294
87.4,179306,8292.432,119,0.000663669927386702,69.6843025210084
87.5,179475,8304.98,119,0.000663044992338766,69.7897478991597
87.6,179645,8318.184,119,0.00066241754571516,69.9007058823529
87.7,179820,8331.317,119,0.000661772883995106,70.0110672268907
87.8,180049,8348.311,119,0.000660931190953574,70.1538739495798
87.9,180153,8355.601,119,0.000660549643913784,70.2151344537815
88,180240,8362.536,119,0.00066023080337328,70.2734117647059
88.1,180416,8375.085,119,0.000659586732884001,70.3788655462185
88.2,180577,8387.032,119,0.000658998654313672,70.4792605042017
88.3,180692,8395.659,119,0.000658579239811392,70.551756302521
88.4,180860,8407.653,119,0.000657967488665266,70.6525462184874
88.5,180962,8416.061,119,0.000657596622495331,70.7232016806723
88.6,181112,8427.821,119,0.000657051989928884,70.822025210084
88.7,181265,8439.374,119,0.000656497393319174,70.9191092436975
88.8,181333,8444.533,119,0.000656251206344129,70.9624621848739
88.9,181461,8455.127,120,0.000661299122125415,70.4593916666667
89,181544,8461.91,120,0.000660996783148989,70.5159166666667
89.1,181721,8474.431,120,0.000660352958656402,70.6202583333333
89.2,181828,8482.542,120,0.000659964361924456,70.68785
89.3,182200,8510.622,120,0.000658616904500549,70.92185
89.4,182443,8528.692,120,0.000657739677597935,71.0724333333333
89.5,182627,8542.672,120,0.000657076992996654,71.1889333333333
89.6,182738,8550.931,120,0.000656677866672504,71.2577583333333
89.7,182848,8560.252,120,0.000656282814140707,71.3354333333333
89.8,182951,8568.241,120,0.000655913331985067,71.4020083333333
89.9,183144,8582.832,120,0.000655222120298781,71.5236
90,183307,8596.552,120,0.000654639484580512,71.6379333333333
90.1,183560,8617.283,120,0.000653737197646546,71.8106916666667
90.2,183691,8627.062,120,0.000653270982247361,71.8921833333333
90.3,183779,8634.78,120,0.000652958172587728,71.9565
90.4,183928,8645.915,120,0.00065242921143056,72.0492916666667
90.5,184083,8658.219,120,0.000651879858542071,72.151825
90.6,184177,8666.604,120,0.000651547153010419,72.2217
90.7,184293,8675.835,120,0.000651137048070193,72.298625
90.8,184357,8681.08,120,0.000650911004192952,72.3423333333333
90.9,184500,8691.831,120,0.000650406504065041,72.431925
91,184676,8706.589,120,0.000649786653382139,72.5549083333333
91.1,184972,8731.737,120,0.000648746837359168,72.764475
91.2,185118,8744.02,120,0.000648235179723204,72.8668333333333
91.3,185279,8757.341,120,0.000647671889420819,72.9778416666667
91.4,185497,8774.596,120,0.000646910731709947,73.1216333333333
91.5,185737,8794.263,121,0.000651458783118065,72.6798595041322
91.6,185912,8807.775,121,0.000650845561340849,72.7915289256198
91.7,186053,8819.044,121,0.000650352318962876,72.8846611570248
91.8,186198,8830.121,121,0.000649845863006047,72.9762066115702
91.9,186481,8851.76,122,0.000654222145955888,72.5554098360656
92,186650,8864.854,122,0.000653629788373962,72.662737704918
92.1,186796,8876.756,122,0.000653118910469175,72.7602950819672
92.2,187013,8893.795,122,0.000652361065808259,72.8999590163934
92.3,187212,8909.028,123,0.000657009166079097,72.4311219512195
92.4,187352,8920.084,123,0.000656518211708442,72.5210081300813
92.5,187492,8930.737,124,0.000661361551426194,72.0220725806452
92.6,187588,8940.117,124,0.000661023093161609,72.0977177419355
92.7,187680,8947.43,125,0.000666027280477408,71.57944
92.8,187776,8955.579,125,0.000665686775732788,71.644632
92.9,187946,8968.838,126,0.000670405329190299,71.181253968254
93,188051,8976.736,126,0.000670031002228119,71.2439365079365
93.1,188322,8999.52,126,0.000669066811100137,71.4247619047619
93.2,188446,9008.784,126,0.000668626556148711,71.4982857142857
93.3,188573,9020.447,126,0.000668176250046401,71.5908492063492
93.4,188665,9027.84,126,0.000667850422706914,71.6495238095238
93.5,188751,9034.433,126,0.000667546132205922,71.7018492063492
93.6,188894,9046.306,126,0.000667040774190816,71.7960793650794
93.7,189072,9059.521,126,0.000666412795125666,71.9009603174603
93.8,189140,9065.351,126,0.000666173205033309,71.9472301587302
